age	geography	time	diabetes_a1c_6_5	diabetes_dx_ccw	obesity_bmi	obesity_dx_ccw	n_patients_chronic
65+ Years	12	2022-01-01	7.95	22.82	30.5	20.33	1370280
65+ Years	32	2022-01-01	9.27	19.72	31.07	20.21	138544
65+ Years	11	2022-01-01	7.35	18.45	28.84	8.41	17747
65+ Years	00	2022-01-01	13.98	25.35	39.03	22.25	23172515
Total	54	2022-01-01	9.9	15.5	41	18.59	669578
Total	21	2022-01-01	8.97	13.55	39.63	21.81	2246152
Total	39	2022-01-01	8.85	13.49	38.46	22.07	6749199
Total	18	2022-01-01	8.59	13.31	39.26	19.8	2333007
Total	28	2022-01-01	8.55	14.17	39.39	16.19	1420321
Total	37	2022-01-01	8.53	13.4	36.83	20.84	4929632
Total	10	2022-01-01	8.47	12.09	34.74	20.31	386173
Total	45	2022-01-01	8.33	13.47	35.82	19.08	2478068
Total	40	2022-01-01	8.29	13.86	37.88	19.16	748517
Total	20	2022-01-01	8.21	13.21	36.89	19.74	610010
Total	29	2022-01-01	7.98	13.56	38.59	24.17	698069
Total	26	2022-01-01	7.95	12.12	35.96	20.52	3682676
Total	51	2022-01-01	7.94	13.33	35.91	18.24	3665610
Total	01	2022-01-01	7.88	16.41	40.39	21.8	420829
Total	23	2022-01-01	7.84	11.36	34.26	19.56	669011
Total	17	2022-01-01	7.71	12.3	34.86	19.37	4553623
Total	24	2022-01-01	7.56	13.36	36.52	22.31	1450627
Total	56	2022-01-01	7.41	11.47	32.49	14.21	124199
Total	42	2022-01-01	7.31	12.4	35.9	19.24	5851640
Total	27	2022-01-01	7.19	10.44	32.68	20.51	2231935
Total	44	2022-01-01	7.16	12.45	26.12	18.02	514253
Total	16	2022-01-01	7.11	10.54	32.4	18.63	763892
Total	22	2022-01-01	7.09	12.78	36.11	19.96	1743293
Total	36	2022-01-01	7.08	12.13	32.72	17.04	4920045
Total	31	2022-01-01	7.07	12	38.36	15	567621
Total	55	2022-01-01	7.03	10.1	33.99	18.57	2794884
Total	13	2022-01-01	6.68	11.22	31.12	15.83	2311308
Total	34	2022-01-01	6.63	12.7	33.74	16.65	2063077
Total	47	2022-01-01	6.55	13.45	36.72	14.7	938107
Total	05	2022-01-01	6.51	12.23	35.21	18.14	839186
Total	04	2022-01-01	6.46	10.41	28.25	14.72	1051182
Total	33	2022-01-01	6.46	9.68	32.44	15.07	493134
Total	15	2022-01-01	6.43	12.56	NA	NA	536446
Total	25	2022-01-01	6.39	10.99	29.59	20.98	2387898
Total	19	2022-01-01	6.35	10.02	35.75	18.66	1383762
Total	35	2022-01-01	6.19	14.28	32.75	14.33	201540
Total	02	2022-01-01	6.06	9.48	28.29	12.58	10522
Total	46	2022-01-01	6.01	8.49	29.18	16.21	370625
Total	41	2022-01-01	6	9.78	27.29	14.12	1681722
Total	38	2022-01-01	5.72	9.53	32.56	22.47	506497
Total	53	2022-01-01	5.54	9.19	25.51	10.66	1159516
Total	48	2022-01-01	5.44	11.66	32.36	18	8633253
Total	30	2022-01-01	5.4	7.57	26.07	11.4	208517
Total	09	2022-01-01	5.28	11.15	32.98	19.6	2188378
Total	08	2022-01-01	4.62	7.77	23.93	12.35	2228449
Total	49	2022-01-01	4.47	8.5	23.33	10.67	502281
Total	06	2022-01-01	4.45	9.97	23.52	12.45	6079963
Total	50	2022-01-01	4.2	9.09	27.58	12.54	338985
Total	12	2022-01-01	4.17	11.47	27.78	17.22	5304546
Total	32	2022-01-01	4.16	8.78	27.1	13.94	706459
Total	11	2022-01-01	3.78	8.45	28.68	9.85	89683
Total	00	2022-01-01	6.83	11.87	33.15	18.1	100713176
<18 Years	21	2023-01-01	0.57	0.74	8.09	5.38	464328
<18 Years	54	2023-01-01	0.39	0.58	8.03	3.89	157902
<18 Years	39	2023-01-01	0.33	0.49	6.04	5.64	1320145
<18 Years	28	2023-01-01	0.55	0.71	8.3	3.68	276862
<18 Years	37	2023-01-01	0.42	0.63	6.35	5.4	943352
<18 Years	45	2023-01-01	0.55	0.71	7.31	7.51	526181
<18 Years	18	2023-01-01	0.25	0.42	6.96	4.99	488442
<18 Years	01	2023-01-01	0.32	0.61	7.7	3.45	54273
<18 Years	10	2023-01-01	0.54	0.65	7.67	10.45	120503
<18 Years	23	2023-01-01	0.52	0.58	6.53	4.93	105428
<18 Years	29	2023-01-01	0.12	0.3	7.24	2.7	124885
<18 Years	17	2023-01-01	0.49	0.64	6.66	7.06	1032747
<18 Years	26	2023-01-01	0.39	0.56	6.29	3.81	715665
<18 Years	20	2023-01-01	0.27	0.46	6.53	6.81	107946
<18 Years	24	2023-01-01	0.51	0.78	5.87	4.06	184630
<18 Years	42	2023-01-01	0.23	0.43	6.02	6.68	912130
<18 Years	51	2023-01-01	0.49	0.73	6.03	3.76	570768
<18 Years	44	2023-01-01	0.51	0.64	5.22	8.15	105391
<18 Years	27	2023-01-01	0.35	0.49	5.09	5.53	440163
<18 Years	16	2023-01-01	0.51	0.61	5.3	4.15	167244
<18 Years	40	2023-01-01	0.28	0.95	6.67	5.06	208669
<18 Years	55	2023-01-01	0.41	0.53	6.09	3.96	670745
<18 Years	36	2023-01-01	0.35	0.52	6.47	7.89	750192
<18 Years	34	2023-01-01	0.47	0.73	6.1	5.05	290423
<18 Years	31	2023-01-01	0.22	0.46	6.21	1.98	77290
<18 Years	15	2023-01-01	0.43	0.5	4.61	3.34	93444
<18 Years	22	2023-01-01	0.36	0.49	6.94	4.57	380511
<18 Years	56	2023-01-01	0.45	0.71	4.22	2.32	27872
<18 Years	05	2023-01-01	0.76	0.92	7.21	5.55	214961
<18 Years	25	2023-01-01	0.3	0.47	6.12	11.66	415957
<18 Years	47	2023-01-01	0.46	0.76	7.11	3.91	154812
<18 Years	19	2023-01-01	0.54	0.63	6.49	4.16	347759
<18 Years	33	2023-01-01	0.62	0.7	5.84	4.62	84203
<18 Years	04	2023-01-01	0.25	0.37	4.26	5.76	198136
<18 Years	35	2023-01-01	0.12	0.41	5.74	3.48	18140
<18 Years	13	2023-01-01	0.39	0.8	5.4	4.05	651837
<18 Years	41	2023-01-01	0.54	0.68	5.99	5.45	362508
<18 Years	46	2023-01-01	0.43	0.55	4.67	2.86	90467
<18 Years	02	2023-01-01	NA	NA	3.61	2.15	1771
<18 Years	48	2023-01-01	0.46	0.6	6.21	5.46	2446145
<18 Years	53	2023-01-01	0.25	0.41	4.77	3.46	231322
<18 Years	09	2023-01-01	0.54	0.72	6.94	9.14	369145
<18 Years	38	2023-01-01	0.37	0.5	5.02	4.54	123306
<18 Years	30	2023-01-01	0.33	0.49	3.82	1.93	45125
<18 Years	12	2023-01-01	0.48	0.69	5.56	4.59	1257087
<18 Years	11	2023-01-01	NA	NA	3.26	1.43	2453
<18 Years	06	2023-01-01	0.28	0.54	6.03	8.08	1379091
<18 Years	08	2023-01-01	0.36	0.54	4.06	3.2	544483
<18 Years	49	2023-01-01	0.08	0.46	2.8	2.78	126112
<18 Years	32	2023-01-01	0.36	0.56	5.35	3.97	125908
<18 Years	50	2023-01-01	0.69	0.79	5.65	2.88	47430
<18 Years	00	2023-01-01	0.4	0.6	6.14	5.58	20790769
18-25 Years	21	2023-01-01	1.63	2.38	33.45	15.62	182164
18-25 Years	54	2023-01-01	1.38	2.16	34.53	12.84	59474
18-25 Years	39	2023-01-01	1.19	1.93	28.6	13.35	589187
18-25 Years	28	2023-01-01	1.47	2.28	34.41	10.78	108759
18-25 Years	37	2023-01-01	1.27	2.02	28.17	12.48	387996
18-25 Years	45	2023-01-01	1.51	2.3	29.33	12.04	204246
18-25 Years	18	2023-01-01	1.19	1.94	31.88	12.24	187345
18-25 Years	01	2023-01-01	1.4	2.81	32.54	12.6	26993
18-25 Years	10	2023-01-01	1.6	2.31	31.89	16.05	29614
18-25 Years	23	2023-01-01	1.53	1.98	25.17	11.09	40688
18-25 Years	29	2023-01-01	1.08	1.82	29.16	13.99	63754
18-25 Years	17	2023-01-01	1.38	1.97	26.98	11.76	376714
18-25 Years	26	2023-01-01	1.19	1.77	26.22	11.35	314047
18-25 Years	20	2023-01-01	1.09	1.97	26.56	10.49	55939
18-25 Years	24	2023-01-01	1.17	2.05	26.02	12.34	106355
18-25 Years	42	2023-01-01	0.94	1.62	25.49	11.07	458679
18-25 Years	51	2023-01-01	1.24	2.04	25.76	10.24	269256
18-25 Years	44	2023-01-01	1.28	1.88	17.62	10.72	43595
18-25 Years	27	2023-01-01	1.17	1.64	23.11	11.38	173215
18-25 Years	16	2023-01-01	1.48	2.01	25.23	10.69	60104
18-25 Years	40	2023-01-01	0.89	2.5	31.02	10.64	68792
18-25 Years	55	2023-01-01	1.25	1.67	25.08	9.34	234103
18-25 Years	36	2023-01-01	0.98	1.67	23.15	10.85	387656
18-25 Years	34	2023-01-01	1.02	1.82	22.48	9.22	161008
18-25 Years	31	2023-01-01	1.33	1.95	25.75	7.55	53305
18-25 Years	15	2023-01-01	1.07	1.67	20.03	7.63	33849
18-25 Years	22	2023-01-01	1.03	1.75	28.83	11.42	155741
18-25 Years	56	2023-01-01	1.27	2.03	23	7.02	9214
18-25 Years	05	2023-01-01	1.75	2.79	34.48	14.52	59567
18-25 Years	25	2023-01-01	0.93	1.48	20.07	12.87	215099
18-25 Years	47	2023-01-01	1.36	2.42	31.1	11.06	71953
18-25 Years	19	2023-01-01	1.33	1.78	28.55	11.46	127615
18-25 Years	33	2023-01-01	1.49	1.82	22.3	8.46	34207
18-25 Years	04	2023-01-01	0.83	1.33	20.54	9.31	86942
18-25 Years	35	2023-01-01	0.85	1.99	26.57	10.37	13105
18-25 Years	13	2023-01-01	1.07	2.21	25.41	10.22	194177
18-25 Years	41	2023-01-01	1.24	1.82	22.77	9.1	133258
18-25 Years	46	2023-01-01	1.17	1.55	22.59	8.68	31328
18-25 Years	02	2023-01-01	NA	NA	18.25	4.76	904
18-25 Years	48	2023-01-01	1.26	2.16	29.36	13.7	646491
18-25 Years	53	2023-01-01	0.92	1.44	18.96	6.06	98104
18-25 Years	09	2023-01-01	1.2	1.91	22.66	14.16	166008
18-25 Years	38	2023-01-01	1.09	1.59	23.8	11.86	44499
18-25 Years	30	2023-01-01	0.98	1.41	16.13	4.76	25085
18-25 Years	12	2023-01-01	1.05	2.01	23.78	11.16	461591
18-25 Years	11	2023-01-01	0.98	1.66	17.25	6.71	7166
18-25 Years	06	2023-01-01	0.81	1.68	21.09	10.18	495281
18-25 Years	08	2023-01-01	1.02	1.67	19.87	7.44	189714
18-25 Years	49	2023-01-01	1.05	1.86	17.44	6.66	50074
18-25 Years	32	2023-01-01	0.75	1.53	22.01	7.87	55684
18-25 Years	50	2023-01-01	1.08	1.75	19.09	6.85	22673
18-25 Years	00	2023-01-01	1.15	1.9	25.82	11.35	8196348
25-35 Years	21	2023-01-01	2.63	4.21	47.86	25.74	276811
25-35 Years	54	2023-01-01	2.54	4.15	48.16	21.51	83994
25-35 Years	39	2023-01-01	2.33	3.82	43.69	23.35	894037
25-35 Years	28	2023-01-01	2.58	4.2	48.07	18.58	157794
25-35 Years	37	2023-01-01	2.36	3.79	42.43	21.6	596091
25-35 Years	45	2023-01-01	2.37	3.97	43.02	19.97	315783
25-35 Years	18	2023-01-01	2.35	4.07	46.84	21.71	283840
25-35 Years	01	2023-01-01	2.5	5.28	45.91	21.54	44563
25-35 Years	10	2023-01-01	2.12	3.7	47.18	23.8	36147
25-35 Years	23	2023-01-01	2.04	3.12	37.17	18.73	65383
25-35 Years	29	2023-01-01	2.1	3.55	41.99	22.92	102244
25-35 Years	17	2023-01-01	2.34	3.63	41.18	20.26	554986
25-35 Years	26	2023-01-01	1.94	3.05	40.64	20.97	478315
25-35 Years	20	2023-01-01	2.03	3.67	38.62	17.92	85879
25-35 Years	24	2023-01-01	1.89	3.58	40.55	23.01	187512
25-35 Years	42	2023-01-01	1.74	3.09	39.21	19.8	741656
25-35 Years	51	2023-01-01	1.99	3.51	39.82	18.43	446645
25-35 Years	44	2023-01-01	1.9	3.37	27.93	16.06	64790
25-35 Years	27	2023-01-01	2.1	3.19	36.48	19.91	265449
25-35 Years	16	2023-01-01	2.25	3.6	39.24	19.18	87833
25-35 Years	40	2023-01-01	2.16	4.36	44.1	18.09	102018
25-35 Years	55	2023-01-01	2.14	3.01	40.05	18.81	333977
25-35 Years	36	2023-01-01	1.69	3	34.97	17.55	638091
25-35 Years	34	2023-01-01	1.72	3.1	35.79	16.27	268797
25-35 Years	31	2023-01-01	2.48	3.94	42.25	16.47	73316
25-35 Years	15	2023-01-01	2.04	3.64	31.79	14.23	56233
25-35 Years	22	2023-01-01	1.84	3.48	42.58	20.09	221206
25-35 Years	56	2023-01-01	2.13	3.33	37.53	13.72	13170
25-35 Years	05	2023-01-01	2.47	4.66	48.06	23.2	85472
25-35 Years	25	2023-01-01	1.52	2.62	30.93	19.9	353174
25-35 Years	47	2023-01-01	1.81	3.71	42.48	16.96	113091
25-35 Years	19	2023-01-01	2.12	3.38	44.66	21.87	175981
25-35 Years	33	2023-01-01	1.85	2.81	36.34	16.24	49726
25-35 Years	04	2023-01-01	2	3.06	31.88	15.39	143706
25-35 Years	35	2023-01-01	2.07	3.97	36.67	16.9	24424
25-35 Years	13	2023-01-01	1.86	3.6	38.76	17.22	284909
25-35 Years	41	2023-01-01	1.79	3.04	31.83	14.76	216590
25-35 Years	46	2023-01-01	1.98	2.79	35.69	18.16	43220
25-35 Years	02	2023-01-01	1.82	2.34	36.22	13.6	1154
25-35 Years	48	2023-01-01	1.9	3.96	42.5	21.84	1006048
25-35 Years	53	2023-01-01	1.55	2.47	26.01	10.08	193550
25-35 Years	09	2023-01-01	1.57	3.38	36.84	20.48	249203
25-35 Years	38	2023-01-01	1.91	2.99	38.75	23.87	68846
25-35 Years	30	2023-01-01	1.55	2.29	27.07	10.08	36188
25-35 Years	12	2023-01-01	1.39	3.26	36.99	19.26	709316
25-35 Years	11	2023-01-01	1.21	2.1	24.36	10.8	21464
25-35 Years	06	2023-01-01	1.4	3.1	29.08	13.76	825319
25-35 Years	08	2023-01-01	1.39	2.54	27.94	11.6	330054
25-35 Years	49	2023-01-01	1.94	3.32	27.85	12.18	76965
25-35 Years	32	2023-01-01	1.17	2.54	31.92	13.71	100088
25-35 Years	50	2023-01-01	1.16	2.68	30.13	13.04	36984
25-35 Years	00	2023-01-01	1.92	3.41	38.51	19.08	12842159
35-45 Years	21	2023-01-01	5.99	9.12	52.24	30.46	292637
35-45 Years	54	2023-01-01	5.89	9.3	52.05	24.94	90378
35-45 Years	39	2023-01-01	5.35	8.27	48.41	28.39	942324
35-45 Years	28	2023-01-01	6.01	9.56	53.43	23.7	174844
35-45 Years	37	2023-01-01	5.43	8.25	47.34	26.64	630693
35-45 Years	45	2023-01-01	5.26	8.54	48.03	24.01	332954
35-45 Years	18	2023-01-01	5.67	9.01	51.38	26.86	297406
35-45 Years	01	2023-01-01	5.21	10.62	50.4	27.01	54178
35-45 Years	10	2023-01-01	5.33	8.41	52.5	28.08	38190
35-45 Years	23	2023-01-01	4.29	6.15	41.55	22.73	73835
35-45 Years	29	2023-01-01	4.92	7.81	47.43	28.21	106975
35-45 Years	17	2023-01-01	5.44	8.04	46.63	24.85	574796
35-45 Years	26	2023-01-01	4.45	6.73	45.88	26.32	472338
35-45 Years	20	2023-01-01	4.37	7.52	43.25	23.16	96673
35-45 Years	24	2023-01-01	4.28	7.54	46.2	28.52	201218
35-45 Years	42	2023-01-01	3.92	6.61	43.99	23.2	788766
35-45 Years	51	2023-01-01	4.36	7.26	44.05	22.4	516890
35-45 Years	44	2023-01-01	4.29	7.13	33.07	20.95	66064
35-45 Years	27	2023-01-01	4.61	6.71	42.16	25.8	288565
35-45 Years	16	2023-01-01	4.48	6.85	42.21	22.94	97022
35-45 Years	40	2023-01-01	5.12	9.11	47.79	23.13	113751
35-45 Years	55	2023-01-01	4.9	6.71	45.97	23.45	349018
35-45 Years	36	2023-01-01	3.8	6.4	40.64	21.13	649857
35-45 Years	34	2023-01-01	3.8	6.52	40.95	20.06	300173
35-45 Years	31	2023-01-01	4.64	7.51	47.09	21.31	76675
35-45 Years	15	2023-01-01	4.51	7.94	33.23	16	65451
35-45 Years	22	2023-01-01	4.43	8.05	48.3	26.43	244901
35-45 Years	56	2023-01-01	4.38	6.86	41.43	17.45	15060
35-45 Years	05	2023-01-01	5.45	9.58	51.46	27.74	92628
35-45 Years	25	2023-01-01	3.48	5.92	37.48	26.06	348108
35-45 Years	47	2023-01-01	4.15	8.09	46.7	20.91	116727
35-45 Years	19	2023-01-01	4.72	7.19	49.45	26.17	183141
35-45 Years	33	2023-01-01	3.58	5.36	41.84	18.93	53812
35-45 Years	04	2023-01-01	4.79	6.97	37.07	19.7	146107
35-45 Years	35	2023-01-01	4.24	8.98	40.38	18.3	26072
35-45 Years	13	2023-01-01	4.26	7.91	44.23	22.61	314179
35-45 Years	41	2023-01-01	3.93	6.45	35.41	17.28	225262
35-45 Years	46	2023-01-01	4.04	5.76	40.06	23.1	46790
35-45 Years	02	2023-01-01	3.69	5	39.92	16.15	1220
35-45 Years	48	2023-01-01	4.35	8.89	46.89	25.78	1111564
35-45 Years	53	2023-01-01	3.57	5.38	30.34	12.54	200970
35-45 Years	09	2023-01-01	3.06	6.61	42.07	24.64	271256
35-45 Years	38	2023-01-01	4.13	6.52	43.62	30.04	70788
35-45 Years	30	2023-01-01	3.15	4.57	31.33	13.03	35317
35-45 Years	12	2023-01-01	3	7.04	41.11	24.71	770003
35-45 Years	11	2023-01-01	2.54	4.45	32.58	13.91	17862
35-45 Years	06	2023-01-01	3.29	6.9	32.51	16.35	836258
35-45 Years	08	2023-01-01	2.91	5.14	32.32	15.1	313393
35-45 Years	49	2023-01-01	3.64	6.34	33.2	15.98	74942
35-45 Years	32	2023-01-01	2.66	5.65	35.43	17.68	97192
35-45 Years	50	2023-01-01	1.81	4.65	32.81	14.3	43885
35-45 Years	00	2023-01-01	4.34	7.41	43.42	23.51	13531316
45-55 Years	21	2023-01-01	12.17	17.74	56.72	35.15	314804
45-55 Years	54	2023-01-01	11.79	18.34	56.52	28.13	104986
45-55 Years	39	2023-01-01	10.99	16.16	52.94	33.07	973230
45-55 Years	28	2023-01-01	11.39	17.77	57.11	27.05	197926
45-55 Years	37	2023-01-01	11.01	15.95	51.45	30.93	692794
45-55 Years	45	2023-01-01	10.77	16.57	52.71	27.82	353480
45-55 Years	18	2023-01-01	11.53	17.43	55.84	31.37	305551
45-55 Years	01	2023-01-01	9.4	18.36	53.71	29.44	67543
45-55 Years	10	2023-01-01	11.15	15.78	55.11	31.1	39074
45-55 Years	23	2023-01-01	8.75	11.92	46.94	27.02	78662
45-55 Years	29	2023-01-01	9.82	15.36	52.59	33.21	106811
45-55 Years	17	2023-01-01	10.86	15.71	50.14	28.48	596313
45-55 Years	26	2023-01-01	9.58	13.81	50.48	31.29	478404
45-55 Years	20	2023-01-01	8.55	14.21	47.67	26.75	95606
45-55 Years	24	2023-01-01	8.9	14.79	50.21	32.46	197637
45-55 Years	42	2023-01-01	8.39	13.41	48.39	26.81	803251
45-55 Years	51	2023-01-01	8.78	14.02	47.23	25.67	538339
45-55 Years	44	2023-01-01	9.05	13.95	36.49	24.07	67831
45-55 Years	27	2023-01-01	9.64	13.24	47.88	31.88	261436
45-55 Years	16	2023-01-01	8.76	12.79	45.79	26.57	99169
45-55 Years	40	2023-01-01	9.95	16.94	50.67	26.94	119376
45-55 Years	55	2023-01-01	10.14	13.56	51.1	28.24	332396
45-55 Years	36	2023-01-01	7.83	12.68	43.84	23.53	685138
45-55 Years	34	2023-01-01	7.55	12.62	43.77	22.83	340325
45-55 Years	31	2023-01-01	8.88	14.15	51.31	24.3	73604
45-55 Years	15	2023-01-01	8.3	14.81	33.34	17.39	71590
45-55 Years	22	2023-01-01	9.06	16	52.2	31.84	238755
45-55 Years	56	2023-01-01	8.31	12.61	46.56	20.62	15349
45-55 Years	05	2023-01-01	10.04	17.36	53.97	29.99	103279
45-55 Years	25	2023-01-01	7.63	12.16	41.24	30.36	343064
45-55 Years	47	2023-01-01	8.29	15.45	50.13	23.33	136579
45-55 Years	19	2023-01-01	9.67	14.2	53.59	30.32	170060
45-55 Years	33	2023-01-01	7.23	10.26	45.57	20.96	60202
45-55 Years	04	2023-01-01	9.17	12.85	40.67	23.09	151023
45-55 Years	35	2023-01-01	8.02	16.29	44.29	21.21	26783
45-55 Years	13	2023-01-01	8.48	15.03	48.01	26.37	359082
45-55 Years	41	2023-01-01	8.4	13.07	39.66	20.04	207048
45-55 Years	46	2023-01-01	8.49	11.64	45.02	27.78	41635
45-55 Years	02	2023-01-01	8.23	12.7	41.68	17.89	1118
45-55 Years	48	2023-01-01	8.67	17.17	50.39	29.08	1127057
45-55 Years	53	2023-01-01	7.37	10.77	34.2	14.7	179771
45-55 Years	09	2023-01-01	6.28	12.64	45.79	28.52	282887
45-55 Years	38	2023-01-01	8.14	13.11	49.85	36.58	58571
45-55 Years	30	2023-01-01	6.67	9.49	37.31	17.04	31672
45-55 Years	12	2023-01-01	5.98	13.53	43.52	28.51	824178
45-55 Years	11	2023-01-01	6.18	10.85	39.09	17.61	12794
45-55 Years	06	2023-01-01	6.72	13.84	35.25	18.47	812248
45-55 Years	08	2023-01-01	6.23	10.25	35.65	18.58	278684
45-55 Years	49	2023-01-01	6.88	11.84	35.69	17.73	65132
45-55 Years	32	2023-01-01	5.64	11.31	38.41	21.38	91141
45-55 Years	50	2023-01-01	3.77	8.85	36.46	16.62	46036
45-55 Years	00	2023-01-01	8.87	14.55	47.4	27.29	13822869
55-65 Years	21	2023-01-01	16.86	24.59	54.53	34.05	356660
55-65 Years	54	2023-01-01	15.91	24.92	53.64	26.01	123591
55-65 Years	39	2023-01-01	15.41	22.8	51.3	32.69	1137950
55-65 Years	28	2023-01-01	15.3	24.24	53.54	25.2	229382
55-65 Years	37	2023-01-01	15.58	22.91	50.54	30.78	769463
55-65 Years	45	2023-01-01	14.63	22.94	50.05	26.83	426190
55-65 Years	18	2023-01-01	15.62	23.93	53.64	30.82	341990
55-65 Years	01	2023-01-01	12.48	24.32	50.11	27.78	83096
55-65 Years	10	2023-01-01	15.89	22.55	53.11	31	53800
55-65 Years	23	2023-01-01	12.24	16.7	46.17	27	106914
55-65 Years	29	2023-01-01	13.45	21.65	51.59	33.26	127884
55-65 Years	17	2023-01-01	14.47	21.96	48.78	28.18	679204
55-65 Years	26	2023-01-01	13.71	19.96	48.6	30.73	567532
55-65 Years	20	2023-01-01	12.39	20.18	48.25	27.74	113807
55-65 Years	24	2023-01-01	12.82	21.34	48.26	31.92	244653
55-65 Years	42	2023-01-01	12.45	19.89	47.71	26.69	980943
55-65 Years	51	2023-01-01	12.77	20.74	46.77	25.8	631134
55-65 Years	44	2023-01-01	12.86	19.65	36.67	24.24	89044
55-65 Years	27	2023-01-01	13.44	18.49	47.41	32.89	311253
55-65 Years	16	2023-01-01	12.68	18.22	45.36	28.21	107784
55-65 Years	40	2023-01-01	13.5	23.15	48.42	26.88	137565
55-65 Years	55	2023-01-01	13.73	18.73	49.96	29.03	400178
55-65 Years	36	2023-01-01	11.45	18.96	43.69	23.6	879911
55-65 Years	34	2023-01-01	11.33	19.27	43.65	22.85	423878
55-65 Years	31	2023-01-01	12.11	19.75	50.63	23.97	87093
55-65 Years	15	2023-01-01	11.75	21.12	31.35	16.56	83248
55-65 Years	22	2023-01-01	12.97	22.74	50.13	31.21	274374
55-65 Years	56	2023-01-01	11.42	17.04	44.35	19.7	19914
55-65 Years	05	2023-01-01	12.81	23.03	50.27	27.65	120433
55-65 Years	25	2023-01-01	11.61	18.59	41.93	31.03	403333
55-65 Years	47	2023-01-01	10.96	21.17	47.26	21.69	161629
55-65 Years	19	2023-01-01	13.12	19.76	51.73	30.08	190824
55-65 Years	33	2023-01-01	10.05	14.55	43.54	20.3	85464
55-65 Years	04	2023-01-01	11.77	17.24	39.43	22.43	173800
55-65 Years	35	2023-01-01	9.8	20.47	40.58	18.93	36025
55-65 Years	13	2023-01-01	12.19	21.72	46.56	26.37	394784
55-65 Years	41	2023-01-01	12.24	18.92	40.34	21.5	211801
55-65 Years	46	2023-01-01	11.43	15.93	43.88	26.98	48304
55-65 Years	02	2023-01-01	10.68	16.51	37.24	17.34	1563
55-65 Years	48	2023-01-01	12.05	24.27	49.08	28.74	1166293
55-65 Years	53	2023-01-01	10.53	15.86	34.65	14.88	189925
55-65 Years	09	2023-01-01	9.41	18.49	45.92	28.86	354624
55-65 Years	38	2023-01-01	10.87	18.29	48.33	36.08	66109
55-65 Years	30	2023-01-01	9.81	13.82	37.53	16.76	35749
55-65 Years	12	2023-01-01	8.25	19.49	41.58	28.17	1002075
55-65 Years	11	2023-01-01	9.86	18.54	40.46	16.41	12880
55-65 Years	06	2023-01-01	9.64	20.26	34.92	18.48	873331
55-65 Years	08	2023-01-01	9.15	15.24	35.05	19.13	280711
55-65 Years	49	2023-01-01	9.76	17.7	34.49	16.86	59717
55-65 Years	32	2023-01-01	8.32	16.82	37.48	22.62	100566
55-65 Years	50	2023-01-01	5.37	12.77	36.27	16.84	60127
55-65 Years	00	2023-01-01	12.49	20.79	46.3	27.15	15995172
65+ Years	21	2023-01-01	19	29.63	46.04	28.86	527502
65+ Years	54	2023-01-01	17.4	30.15	44.29	20.57	207471
65+ Years	39	2023-01-01	17.86	29	45.43	30.08	1814921
65+ Years	28	2023-01-01	16.84	29.58	43.53	20.55	369849
65+ Years	37	2023-01-01	17.36	28.23	42.96	25.8	1231020
65+ Years	45	2023-01-01	16.68	28.34	41.66	24.56	701437
65+ Years	18	2023-01-01	17.82	29.35	47.22	27.58	530588
65+ Years	01	2023-01-01	13.78	28.49	40.28	26.23	136403
65+ Years	10	2023-01-01	18.78	28.6	46.58	27.84	91954
65+ Years	23	2023-01-01	14.9	21.44	40.25	24.19	194872
65+ Years	29	2023-01-01	15.22	26.39	44.43	30.67	220427
65+ Years	17	2023-01-01	15.77	27.63	42.49	26.42	1096808
65+ Years	26	2023-01-01	16.57	26.67	43.69	28.1	898595
65+ Years	20	2023-01-01	14.65	25.22	43.03	24.78	200619
65+ Years	24	2023-01-01	14.31	26.84	40.15	26.8	383913
65+ Years	42	2023-01-01	15.4	26.1	42.26	23.73	1585038
65+ Years	51	2023-01-01	14.44	26.62	39.47	21.99	1008584
65+ Years	44	2023-01-01	15.41	26.44	34.82	23.92	140545
65+ Years	27	2023-01-01	15.86	23.69	42.83	31.06	512993
65+ Years	16	2023-01-01	15.77	23.79	42.84	30.5	187865
65+ Years	40	2023-01-01	14.52	27.07	40.94	24.8	223372
65+ Years	55	2023-01-01	16.35	24.62	45.52	34.17	590715
65+ Years	36	2023-01-01	13.76	24.83	37.77	20.33	1422350
65+ Years	34	2023-01-01	12.85	25.28	36.97	18.96	665612
65+ Years	31	2023-01-01	12.44	23.05	44.46	19.69	163344
65+ Years	15	2023-01-01	12.67	26.23	23.05	12.36	149638
65+ Years	22	2023-01-01	15.13	28.77	42.44	28.4	419306
65+ Years	56	2023-01-01	13.11	21.27	38.32	16.52	39032
65+ Years	05	2023-01-01	12.64	25.77	39.84	21.54	196946
65+ Years	25	2023-01-01	14.6	25.32	37.86	26.08	583655
65+ Years	47	2023-01-01	11.62	25.71	37.77	17.06	267949
65+ Years	19	2023-01-01	14.15	23.75	45.03	26.4	308865
65+ Years	33	2023-01-01	12.16	18.69	36.78	17.12	136235
65+ Years	04	2023-01-01	11.1	19.3	31.98	17.42	303502
65+ Years	35	2023-01-01	9.41	22.71	30.89	14.43	69396
65+ Years	13	2023-01-01	13.32	26.17	38.4	22.39	610783
65+ Years	41	2023-01-01	13.05	22.19	35.96	19.52	385313
65+ Years	46	2023-01-01	13.97	21.18	39.55	24.65	78235
