age	geography	time	obesity_dx_ccw	obesity_bmi	diabetes_dx_ccw	diabetes_a1c_6_5	n_patients_chronic
18-25 Years	05083	2023-01-01	13.16	33.08	4.14	NA	266
18-25 Years	01003	2023-01-01	12.79	30.7	2.73	1.18	4574
18-25 Years	01041	2023-01-01	NA	NA	NA	NA	15
18-25 Years	09015	2023-01-01	19.29	29.48	2.18	1.36	4257
18-25 Years	01077	2023-01-01	NA	NA	NA	NA	35
18-25 Years	05073	2023-01-01	NA	NA	NA	NA	41
18-25 Years	05069	2023-01-01	19.48	40.88	3.85	2.69	1299
18-25 Years	05071	2023-01-01	9.01	31.37	4.04	NA	322
18-25 Years	09007	2023-01-01	18.75	24.62	1.46	0.93	6457
18-25 Years	01123	2023-01-01	NA	NA	NA	NA	12
18-25 Years	08089	2023-01-01	27.27	34.09	NA	NA	220
18-25 Years	01001	2023-01-01	NA	NA	NA	NA	31
18-25 Years	01079	2023-01-01	NA	NA	NA	NA	11
18-25 Years	05023	2023-01-01	10.77	29.02	1.9	NA	789
18-25 Years	08115	2023-01-01	NA	NA	NA	NA	25
18-25 Years	06015	2023-01-01	9.16	28.46	2.53	NA	513
18-25 Years	06025	2023-01-01	10.33	24.17	1.91	NA	629
18-25 Years	05063	2023-01-01	13.64	37.37	5.05	3.54	396
18-25 Years	05013	2023-01-01	NA	36.96	NA	NA	46
18-25 Years	05029	2023-01-01	18.01	36.78	NA	NA	261
18-25 Years	05047	2023-01-01	9.73	32.68	NA	NA	257
18-25 Years	01053	2023-01-01	15.7	34.13	4.44	NA	293
18-25 Years	09005	2023-01-01	9.43	22.32	2	1.26	4749
18-25 Years	08101	2023-01-01	15.49	32.96	3.1	1.45	4196
18-25 Years	01051	2023-01-01	NA	NA	NA	NA	35
18-25 Years	05017	2023-01-01	20.97	41.94	NA	NA	62
18-25 Years	09011	2023-01-01	14.93	25.95	1.66	0.94	9144
18-25 Years	05027	2023-01-01	17.47	38.66	4.46	NA	269
18-25 Years	05053	2023-01-01	15.03	41.19	3.63	NA	386
18-25 Years	05147	2023-01-01	NA	34.29	NA	NA	35
18-25 Years	09009	2023-01-01	14.41	23.18	1.59	0.86	14831
18-25 Years	08099	2023-01-01	12.15	34.58	NA	NA	107
18-25 Years	04007	2023-01-01	NA	28.57	NA	NA	70
18-25 Years	05045	2023-01-01	10.86	32.28	2.6	1.65	2965
18-25 Years	06019	2023-01-01	12.6	32.04	2.42	1.28	31605
18-25 Years	08011	2023-01-01	NA	32.08	NA	NA	53
18-25 Years	04015	2023-01-01	NA	18.55	NA	NA	124
18-25 Years	05145	2023-01-01	12.99	32.69	3.65	2.34	985
18-25 Years	01113	2023-01-01	NA	24.14	NA	NA	87
18-25 Years	04017	2023-01-01	NA	19.32	NA	NA	88
18-25 Years	02198	2023-01-01	NA	NA	NA	NA	NA
18-25 Years	08081	2023-01-01	9.99	27.46	1.62	NA	681
18-25 Years	02240	2023-01-01	NA	NA	NA	NA	NA
18-25 Years	06049	2023-01-01	NA	NA	NA	NA	13
18-25 Years	04001	2023-01-01	NA	NA	NA	NA	35
18-25 Years	05079	2023-01-01	11.34	37.11	NA	NA	97
18-25 Years	01083	2023-01-01	NA	NA	NA	NA	75
18-25 Years	04012	2023-01-01	NA	NA	NA	NA	19
18-25 Years	05119	2023-01-01	15.9	33.45	2.63	1.57	15256
18-25 Years	05061	2023-01-01	13.19	27.47	NA	NA	91
18-25 Years	08087	2023-01-01	13.44	30.16	4.92	NA	305
18-25 Years	05129	2023-01-01	NA	NA	NA	NA	33
18-25 Years	09013	2023-01-01	14.46	22.42	2.01	1.55	4385
18-25 Years	01061	2023-01-01	8.29	37.02	NA	NA	362
18-25 Years	01081	2023-01-01	6.27	19.61	NA	NA	255
18-25 Years	04011	2023-01-01	NA	NA	NA	NA	21
18-25 Years	02230	2023-01-01	NA	NA	NA	NA	NA
18-25 Years	08121	2023-01-01	NA	NA	NA	NA	22
18-25 Years	01101	2023-01-01	NA	22.82	NA	NA	149
18-25 Years	05065	2023-01-01	NA	20.9	NA	NA	67
18-25 Years	05149	2023-01-01	15.79	41.35	NA	NA	133
18-25 Years	05139	2023-01-01	10.64	30.85	5.32	4.61	282
18-25 Years	05109	2023-01-01	17.8	33.9	NA	NA	118
18-25 Years	08071	2023-01-01	17.6	30.4	NA	NA	125
18-25 Years	05041	2023-01-01	16.67	32.14	NA	NA	84
18-25 Years	05003	2023-01-01	13.82	33.55	NA	NA	152
18-25 Years	09003	2023-01-01	15.57	24.43	1.76	1.16	34462
18-25 Years	01089	2023-01-01	NA	13.21	NA	NA	280
18-25 Years	08073	2023-01-01	NA	40	NA	NA	50
18-25 Years	08055	2023-01-01	NA	45.1	NA	NA	51
18-25 Years	04009	2023-01-01	NA	18.29	NA	NA	82
18-25 Years	06029	2023-01-01	19.26	34.49	2.49	1.21	13758
18-25 Years	08061	2023-01-01	NA	NA	NA	NA	NA
18-25 Years	05025	2023-01-01	14.13	29.35	NA	NA	92
18-25 Years	08095	2023-01-01	NA	NA	NA	NA	49
18-25 Years	04013	2023-01-01	6.44	19.18	1.16	0.68	50960
18-25 Years	08057	2023-01-01	NA	NA	NA	NA	24
18-25 Years	05137	2023-01-01	NA	NA	NA	NA	52
18-25 Years	01021	2023-01-01	NA	NA	NA	NA	18
18-25 Years	06031	2023-01-01	17.92	33.33	5.11	1.49	1077
18-25 Years	08017	2023-01-01	NA	NA	NA	NA	12
18-25 Years	09001	2023-01-01	10.21	18.79	1.34	0.76	15331
18-25 Years	02150	2023-01-01	8.93	32.86	NA	NA	280
18-25 Years	06097	2023-01-01	8.69	28.58	1.14	0.53	8240
18-25 Years	08043	2023-01-01	10.23	26.42	4.55	4.83	352
18-25 Years	06063	2023-01-01	NA	21.74	NA	NA	92
18-25 Years	06039	2023-01-01	12.52	27.86	2.36	0.73	3299
18-25 Years	05115	2023-01-01	11.48	28.28	6.97	6.56	488
18-25 Years	08123	2023-01-01	9.2	25.86	1.76	0.97	14295
18-25 Years	06023	2023-01-01	7.39	25.13	1.24	0.93	4834
18-25 Years	01117	2023-01-01	NA	20	NA	NA	165
18-25 Years	04003	2023-01-01	16.92	31.82	6.31	4.8	396
18-25 Years	06083	2023-01-01	13.26	25.93	1.62	0.88	3077
18-25 Years	01073	2023-01-01	3.76	17.35	2.33	NA	559
18-25 Years	06033	2023-01-01	7.35	25.17	NA	NA	735
18-25 Years	05011	2023-01-01	13.27	39.8	NA	NA	98
18-25 Years	08103	2023-01-01	NA	33.33	NA	NA	33
18-25 Years	08009	2023-01-01	NA	NA	NA	NA	30
18-25 Years	06069	2023-01-01	10.75	26.96	4.78	3.92	586
18-25 Years	08029	2023-01-01	11.86	24.29	NA	NA	177
18-25 Years	08077	2023-01-01	9.06	25.86	2.18	1.18	3124
18-25 Years	06089	2023-01-01	2.33	21.65	0.98	NA	1118
18-25 Years	05113	2023-01-01	NA	30.39	NA	NA	102
18-25 Years	04019	2023-01-01	19.02	28.52	2.05	1.48	21103
18-25 Years	02130	2023-01-01	NA	NA	NA	NA	NA
18-25 Years	05051	2023-01-01	13.48	34.46	4.29	3.06	653
18-25 Years	06107	2023-01-01	21.46	34.04	4.23	1.48	3449
18-25 Years	02090	2023-01-01	NA	21.05	NA	NA	76
18-25 Years	06053	2023-01-01	14.21	25.93	2.11	1.62	13778
18-25 Years	08125	2023-01-01	NA	23.44	NA	NA	64
18-25 Years	02122	2023-01-01	NA	NA	NA	NA	46
18-25 Years	05133	2023-01-01	NA	29.23	NA	NA	65
18-25 Years	06077	2023-01-01	10.93	20.85	1.63	0.28	5774
18-25 Years	06021	2023-01-01	NA	24.27	NA	NA	206
18-25 Years	06045	2023-01-01	11.84	29.6	1.53	0.84	2027
18-25 Years	06065	2023-01-01	10.29	23.42	2.23	1.02	35505
18-25 Years	02100	2023-01-01	NA	NA	NA	NA	NA
18-25 Years	06027	2023-01-01	NA	30.77	NA	NA	39
18-25 Years	02195	2023-01-01	NA	NA	NA	NA	NA
18-25 Years	05005	2023-01-01	9.56	22.79	NA	NA	136
18-25 Years	05089	2023-01-01	NA	NA	NA	NA	28
18-25 Years	05043	2023-01-01	17.41	29.35	NA	NA	201
18-25 Years	06095	2023-01-01	9.08	25.78	1.61	0.83	4217
18-25 Years	06091	2023-01-01	NA	NA	NA	NA	13
18-25 Years	05097	2023-01-01	NA	30	NA	NA	40
18-25 Years	08033	2023-01-01	NA	NA	NA	NA	NA
18-25 Years	02170	2023-01-01	NA	15.49	NA	NA	71
18-25 Years	06093	2023-01-01	NA	19.48	NA	NA	77
18-25 Years	06055	2023-01-01	13.09	22.79	NA	NA	917
18-25 Years	02050	2023-01-01	NA	NA	NA	NA	NA
18-25 Years	06009	2023-01-01	13.68	18.8	NA	NA	117
18-25 Years	06103	2023-01-01	NA	20.59	NA	NA	306
18-25 Years	06105	2023-01-01	NA	NA	NA	NA	34
18-25 Years	06037	2023-01-01	15.1	25.54	1.62	0.31	39573
18-25 Years	06003	2023-01-01	NA	NA	NA	NA	NA
18-25 Years	04023	2023-01-01	17.72	20.08	NA	NA	254
18-25 Years	08119	2023-01-01	6.58	20.64	2.67	1.96	562
18-25 Years	06071	2023-01-01	13.52	23.2	2.91	1.7	22555
18-25 Years	08085	2023-01-01	10.61	27.27	NA	NA	198
18-25 Years	02180	2023-01-01	NA	NA	NA	NA	NA
18-25 Years	08001	2023-01-01	9.58	25.8	2.1	1.21	14666
18-25 Years	02261	2023-01-01	NA	NA	NA	NA	NA
18-25 Years	08003	2023-01-01	NA	28.41	NA	NA	88
18-25 Years	08023	2023-01-01	NA	NA	NA	NA	17
18-25 Years	06073	2023-01-01	7.95	17.04	1.26	0.62	68081
18-25 Years	08041	2023-01-01	7.94	20.95	1.84	1.22	29756
18-25 Years	08069	2023-01-01	5.7	16.58	1.28	0.83	18296
18-25 Years	02068	2023-01-01	NA	NA	NA	NA	NA
18-25 Years	02070	2023-01-01	NA	NA	NA	NA	NA
18-25 Years	06043	2023-01-01	NA	25.97	NA	NA	77
18-25 Years	04025	2023-01-01	2.43	10.95	NA	NA	493
18-25 Years	06005	2023-01-01	NA	NA	NA	NA	100
18-25 Years	08105	2023-01-01	NA	NA	NA	NA	54
18-25 Years	08021	2023-01-01	NA	NA	NA	NA	29
18-25 Years	06001	2023-01-01	9.86	21.49	1.5	0.82	31859
18-25 Years	06087	2023-01-01	12.93	21.29	2.59	1.85	3626
18-25 Years	02110	2023-01-01	NA	NA	NA	NA	34
18-25 Years	06047	2023-01-01	15.92	29.47	5.21	2.09	1822
18-25 Years	02020	2023-01-01	NA	9.06	NA	NA	276
18-25 Years	08093	2023-01-01	NA	13.86	NA	NA	101
18-25 Years	08063	2023-01-01	NA	30.95	NA	NA	42
18-25 Years	06067	2023-01-01	9.73	17.77	1.3	0.4	15039
18-25 Years	06013	2023-01-01	11.67	23.97	1.48	1.02	25914
18-25 Years	05009	2023-01-01	13.73	36.27	NA	NA	102
18-25 Years	05101	2023-01-01	NA	NA	NA	NA	22
18-25 Years	04021	2023-01-01	6.31	16.49	0.98	NA	2250
18-25 Years	06007	2023-01-01	1.76	16.78	NA	NA	1990
18-25 Years	10003	2023-01-01	14.13	26.06	2.15	1.64	11526
18-25 Years	08083	2023-01-01	NA	28.89	NA	NA	45
18-25 Years	08027	2023-01-01	NA	NA	NA	NA	26
18-25 Years	08109	2023-01-01	NA	NA	NA	NA	NA
18-25 Years	08005	2023-01-01	8.57	21.7	1.82	1.08	18915
18-25 Years	02282	2023-01-01	NA	NA	NA	NA	NA
18-25 Years	08039	2023-01-01	7.23	18.55	NA	NA	415
18-25 Years	08031	2023-01-01	7.42	20.83	1.47	0.98	30994
18-25 Years	08053	2023-01-01	NA	NA	NA	NA	NA
18-25 Years	06059	2023-01-01	9.1	17.19	1.32	0.34	30586
18-25 Years	06051	2023-01-01	NA	NA	NA	NA	33
18-25 Years	06041	2023-01-01	12.81	19.33	0.98	0.43	4878
18-25 Years	06109	2023-01-01	NA	20.8	NA	NA	125
18-25 Years	02275	2023-01-01	NA	NA	NA	NA	NA
18-25 Years	08014	2023-01-01	5.59	13.3	1.44	0.81	2218
18-25 Years	08059	2023-01-01	6.45	18.19	2.01	1.02	11162
18-25 Years	06085	2023-01-01	6.66	16.95	1.63	1.01	28228
18-25 Years	06115	2023-01-01	NA	17.79	NA	NA	253
18-25 Years	08047	2023-01-01	NA	NA	NA	NA	56
18-25 Years	02220	2023-01-01	NA	NA	NA	NA	NA
18-25 Years	08045	2023-01-01	7.91	16.38	NA	NA	354
18-25 Years	08007	2023-01-01	NA	NA	NA	NA	27
18-25 Years	06017	2023-01-01	2.73	9.46	0.95	NA	1575
18-25 Years	06079	2023-01-01	5.93	15.89	4.45	NA	472
18-25 Years	05015	2023-01-01	NA	28.57	NA	NA	56
18-25 Years	08079	2023-01-01	NA	NA	NA	NA	NA
18-25 Years	06011	2023-01-01	NA	NA	NA	NA	56
18-25 Years	08019	2023-01-01	NA	NA	NA	NA	49
18-25 Years	08035	2023-01-01	4.3	11.53	1.53	1.02	9002
18-25 Years	08015	2023-01-01	NA	14.71	NA	NA	102
18-25 Years	08013	2023-01-01	4.36	11.85	1.11	0.67	13219
18-25 Years	06075	2023-01-01	7.39	14.28	1.17	0.69	17159
18-25 Years	06081	2023-01-01	7.57	16.15	1.78	1.21	11231
18-25 Years	02105	2023-01-01	NA	NA	NA	NA	NA
18-25 Years	02164	2023-01-01	NA	NA	NA	NA	NA
18-25 Years	08049	2023-01-01	5.88	11.76	NA	NA	204
18-25 Years	06101	2023-01-01	4.8	15.2	NA	NA	250
18-25 Years	06061	2023-01-01	2.83	10.41	0.86	NA	2085
18-25 Years	06099	2023-01-01	9.51	20.17	5.72	1.45	2062
18-25 Years	08065	2023-01-01	NA	NA	NA	NA	32
18-25 Years	08107	2023-01-01	4.34	9.41	1.27	NA	1105
18-25 Years	08091	2023-01-01	NA	NA	NA	NA	18
18-25 Years	05143	2023-01-01	8.4	22.75	2.45	1.65	2369
18-25 Years	08051	2023-01-01	NA	8.9	NA	NA	146
18-25 Years	06113	2023-01-01	5.37	10.79	0.83	NA	1807
18-25 Years	08067	2023-01-01	NA	10.75	NA	NA	186
18-25 Years	05087	2023-01-01	NA	29.76	NA	NA	84
18-25 Years	06057	2023-01-01	NA	7.95	NA	NA	239
18-25 Years	04005	2023-01-01	1.6	7.53	NA	NA	877
18-25 Years	05007	2023-01-01	6.97	21.57	2.11	1.05	1233
18-25 Years	08111	2023-01-01	NA	NA	NA	NA	NA
18-25 Years	08117	2023-01-01	NA	8.23	NA	NA	158
18-25 Years	06111	2023-01-01	1.93	7.17	NA	NA	1868
18-25 Years	08037	2023-01-01	3.6	8.41	NA	NA	333
18-25 Years	08097	2023-01-01	NA	6.12	NA	NA	327
18-25 Years	08113	2023-01-01	NA	NA	NA	NA	61
25-35 Years	02158	2023-01-01	NA	NA	NA	NA	NA
25-35 Years	01131	2023-01-01	28.57	45.24	NA	NA	42
25-35 Years	01027	2023-01-01	NA	58.54	NA	NA	41
25-35 Years	01023	2023-01-01	26.23	59.25	5.09	3.4	530
25-35 Years	01127	2023-01-01	40.74	64.81	NA	NA	54
25-35 Years	01029	2023-01-01	28.48	51.66	9.27	NA	151
25-35 Years	01009	2023-01-01	24.32	53.15	NA	NA	111
25-35 Years	02290	2023-01-01	NA	NA	NA	NA	NA
25-35 Years	01091	2023-01-01	NA	41.3	NA	NA	92
25-35 Years	01121	2023-01-01	27.91	51.16	10.47	NA	172
25-35 Years	01025	2023-01-01	26.69	49.47	6.41	NA	281
25-35 Years	05093	2023-01-01	32.99	55.79	5.19	2.78	1079
25-35 Years	01037	2023-01-01	NA	NA	NA	NA	NA
25-35 Years	01017	2023-01-01	24.52	50.53	4.69	NA	469
25-35 Years	01119	2023-01-01	25.22	57.57	7.42	4.15	337
25-35 Years	01109	2023-01-01	11.57	39.67	NA	NA	121
25-35 Years	01095	2023-01-01	24.29	44.29	12.14	NA	140
25-35 Years	01063	2023-01-01	NA	48.78	NA	NA	41
25-35 Years	01129	2023-01-01	25.65	47.55	7.49	NA	347
25-35 Years	02013	2023-01-01	NA	NA	NA	NA	NA
25-35 Years	01097	2023-01-01	25.84	47.16	6.15	3	11701
25-35 Years	01011	2023-01-01	NA	NA	NA	NA	18
25-35 Years	01015	2023-01-01	24.25	45.49	6.81	NA	499
25-35 Years	01099	2023-01-01	23.21	49.29	7.14	4.64	280
25-35 Years	05111	2023-01-01	31.8	57.38	5.56	3.78	1349
25-35 Years	05067	2023-01-01	29.3	50.18	4.03	NA	273
25-35 Years	05075	2023-01-01	27.36	47.7	3.39	2.66	413
25-35 Years	01055	2023-01-01	26.59	47.92	6.15	NA	1008
25-35 Years	05123	2023-01-01	27.7	49.56	6.71	4.96	343
25-35 Years	01111	2023-01-01	20.83	47.22	NA	NA	216
25-35 Years	05121	2023-01-01	33.33	52.69	9.68	4.3	279
25-35 Years	10001	2023-01-01	28.25	52.71	4.43	2.72	11327
25-35 Years	05099	2023-01-01	30.03	56.85	5.54	3.5	343
25-35 Years	01071	2023-01-01	17.21	50.7	NA	NA	215
25-35 Years	01047	2023-01-01	NA	NA	NA	NA	24
25-35 Years	01043	2023-01-01	20	55.38	NA	NA	65
25-35 Years	01087	2023-01-01	17.44	39.53	NA	NA	86
25-35 Years	01115	2023-01-01	16.5	38.83	NA	NA	103
25-35 Years	01133	2023-01-01	NA	70.59	NA	NA	17
25-35 Years	01005	2023-01-01	15.13	57.56	6.72	4.62	238
25-35 Years	05107	2023-01-01	27.16	54.31	10.78	5.17	232
25-35 Years	01033	2023-01-01	NA	39.53	NA	NA	43
25-35 Years	01035	2023-01-01	27.45	49.02	12.75	NA	102
25-35 Years	05103	2023-01-01	28.65	53.54	5.47	3.97	932
25-35 Years	05105	2023-01-01	25.87	52.27	4.27	3.2	375
25-35 Years	05055	2023-01-01	24.48	47.46	3.05	1.6	1871
25-35 Years	05135	2023-01-01	19.35	44.62	NA	NA	186
25-35 Years	05031	2023-01-01	27.73	52.92	4.5	3.1	7740
25-35 Years	05037	2023-01-01	36.31	55.89	5.13	2.28	526
25-35 Years	01107	2023-01-01	12.16	46.9	5.46	3.23	403
25-35 Years	05095	2023-01-01	21.94	50.47	6.58	5.33	319
25-35 Years	05077	2023-01-01	20.99	59.26	NA	NA	81
25-35 Years	05021	2023-01-01	29.84	50.39	5.04	NA	258
25-35 Years	01085	2023-01-01	NA	NA	NA	NA	NA
25-35 Years	05019	2023-01-01	23.4	51.14	4.34	1.91	1359
25-35 Years	01057	2023-01-01	NA	45.95	NA	NA	37
25-35 Years	10005	2023-01-01	26.12	50.11	4.18	2.37	11091
25-35 Years	05081	2023-01-01	29.91	49.53	NA	NA	107
25-35 Years	05001	2023-01-01	25.85	52.12	5	3.14	1180
25-35 Years	05035	2023-01-01	19.94	48.31	3.54	2.33	2573
25-35 Years	01125	2023-01-01	17.01	48.97	6.67	5.73	1693
25-35 Years	05091	2023-01-01	27.03	49.03	6.56	5.02	518
25-35 Years	01103	2023-01-01	NA	43.55	NA	NA	62
25-35 Years	01019	2023-01-01	19.76	44.91	NA	NA	167
25-35 Years	02060	2023-01-01	NA	NA	NA	NA	NA
25-35 Years	05127	2023-01-01	19.71	47.12	5.77	NA	208
25-35 Years	05141	2023-01-01	18.7	44.27	4.2	NA	262
25-35 Years	05039	2023-01-01	32.05	56.41	10.9	NA	156
25-35 Years	06035	2023-01-01	21.38	45.6	4.72	NA	318
25-35 Years	05049	2023-01-01	30	48.33	NA	NA	60
25-35 Years	01093	2023-01-01	29.59	52.25	4.68	3.37	534
25-35 Years	02185	2023-01-01	NA	NA	NA	NA	NA
25-35 Years	05117	2023-01-01	20.9	50.56	3.11	NA	354
25-35 Years	05125	2023-01-01	26.18	51.54	4.26	1.79	5516
25-35 Years	05033	2023-01-01	20.42	49.05	4.13	2.08	2836
25-35 Years	01059	2023-01-01	15.5	40.31	NA	NA	129
25-35 Years	02016	2023-01-01	NA	NA	NA	NA	NA
25-35 Years	02188	2023-01-01	NA	NA	NA	NA	NA
25-35 Years	05057	2023-01-01	27.24	53.7	7.39	NA	257
25-35 Years	01045	2023-01-01	16.35	45.22	4.49	2.2	1046
25-35 Years	08025	2023-01-01	17.14	37.14	NA	NA	105
25-35 Years	04027	2023-01-01	11.16	30.8	NA	NA	224
25-35 Years	01075	2023-01-01	19.35	46.13	7.42	4.84	310
25-35 Years	05059	2023-01-01	23.98	48.9	5.25	1.65	1276
25-35 Years	01013	2023-01-01	NA	NA	NA	NA	34
25-35 Years	01069	2023-01-01	17.45	48.26	5.3	2.29	3846
25-35 Years	01065	2023-01-01	15.6	40.37	NA	NA	109
25-35 Years	08075	2023-01-01	19.87	39.43	7.26	NA	317
25-35 Years	01031	2023-01-01	22.74	51.82	3.93	2.98	1042
25-35 Years	01067	2023-01-01	16.54	53.54	4.72	NA	381
25-35 Years	01007	2023-01-01	NA	NA	NA	NA	25
25-35 Years	01105	2023-01-01	NA	NA	NA	NA	18
25-35 Years	05131	2023-01-01	21.47	47.2	4.65	2.79	5269
25-35 Years	05085	2023-01-01	21.21	51.2	4.12	2.07	3617
25-35 Years	01039	2023-01-01	17.92	44.34	NA	NA	106
25-35 Years	05083	2023-01-01	19.21	46.84	4.47	3.16	380
25-35 Years	01003	2023-01-01	21.66	44.28	4.75	2.1	7776
25-35 Years	01041	2023-01-01	NA	NA	NA	NA	19
25-35 Years	09015	2023-01-01	21.52	42.82	4.06	1.76	6551
25-35 Years	01077	2023-01-01	NA	33.33	NA	NA	54
25-35 Years	05073	2023-01-01	28.3	50.94	NA	NA	53
25-35 Years	05069	2023-01-01	29.56	55.55	7.04	4.87	1847
25-35 Years	05071	2023-01-01	19.66	51.94	6.31	3.64	412
25-35 Years	09007	2023-01-01	20.45	40.26	2.65	1.39	10162
25-35 Years	01123	2023-01-01	NA	33.33	NA	NA	36
25-35 Years	08089	2023-01-01	31.22	50.28	4.7	NA	362
25-35 Years	01001	2023-01-01	NA	33.33	NA	NA	42
25-35 Years	01079	2023-01-01	NA	NA	NA	NA	17
25-35 Years	05023	2023-01-01	17.81	41.42	3.56	1.78	1067
25-35 Years	08115	2023-01-01	NA	NA	NA	NA	31
25-35 Years	06015	2023-01-01	17.71	42.71	4.52	3.27	796
25-35 Years	06025	2023-01-01	19	37.23	4.66	2.04	1179
25-35 Years	05063	2023-01-01	23.96	44.91	7.36	3.96	530
25-35 Years	05013	2023-01-01	27.59	45.98	NA	NA	87
25-35 Years	05029	2023-01-01	25.77	50.42	6.72	NA	357
25-35 Years	05047	2023-01-01	20.06	44.7	4.87	NA	349
25-35 Years	01053	2023-01-01	26.05	52.98	8.83	2.65	453
25-35 Years	09005	2023-01-01	18.9	40.36	3.1	1.23	6804
25-35 Years	08101	2023-01-01	23.5	44.41	4.17	1.53	7264
25-35 Years	01051	2023-01-01	NA	35	NA	NA	40
25-35 Years	05017	2023-01-01	26.58	41.77	NA	NA	79
25-35 Years	09011	2023-01-01	21.23	41.01	3.28	1.4	13686
25-35 Years	05027	2023-01-01	28.24	55	5.59	3.82	340
25-35 Years	05053	2023-01-01	22.36	48.7	4.16	NA	577
25-35 Years	05147	2023-01-01	21.62	43.24	NA	NA	74
25-35 Years	09009	2023-01-01	21.34	37.66	3.18	1.33	21962
25-35 Years	08099	2023-01-01	32.81	53.13	NA	NA	128
25-35 Years	04007	2023-01-01	16.95	30.51	NA	NA	118
25-35 Years	05045	2023-01-01	20.67	46.35	4.19	1.96	4388
25-35 Years	06019	2023-01-01	18.78	47.51	4.72	2.12	51426
25-35 Years	08011	2023-01-01	30.67	46.67	NA	NA	75
25-35 Years	04015	2023-01-01	14.88	32.74	NA	NA	168
25-35 Years	05145	2023-01-01	20.16	49.65	6.29	3.54	1414
25-35 Years	01113	2023-01-01	11.2	34.4	NA	NA	125
25-35 Years	04017	2023-01-01	12.36	30.34	NA	NA	178
25-35 Years	02198	2023-01-01	NA	NA	NA	NA	NA
25-35 Years	08081	2023-01-01	19.79	42.6	2.64	1.6	1061
25-35 Years	02240	2023-01-01	NA	NA	NA	NA	NA
25-35 Years	06049	2023-01-01	NA	33.33	NA	NA	39
25-35 Years	04001	2023-01-01	18.52	44.44	13.58	NA	81
25-35 Years	05079	2023-01-01	24.48	47.55	NA	NA	143
25-35 Years	01083	2023-01-01	19.54	37.93	NA	NA	87
25-35 Years	04012	2023-01-01	NA	NA	NA	NA	29
25-35 Years	05119	2023-01-01	22.37	46.22	4.48	2.18	23897
25-35 Years	05061	2023-01-01	24.11	43.75	NA	NA	112
25-35 Years	08087	2023-01-01	18.33	41.43	3.78	NA	502
25-35 Years	05129	2023-01-01	NA	46.34	NA	NA	41
25-35 Years	09013	2023-01-01	17.54	37.96	2.63	1.26	6344
25-35 Years	01061	2023-01-01	16.84	45.53	3.61	1.89	582
25-35 Years	01081	2023-01-01	11.89	35.66	4.55	NA	286
25-35 Years	04011	2023-01-01	34.69	32.65	NA	NA	49
25-35 Years	02230	2023-01-01	NA	NA	NA	NA	NA
25-35 Years	08121	2023-01-01	NA	50	NA	NA	44
25-35 Years	01101	2023-01-01	11.34	34.54	NA	NA	194
25-35 Years	05065	2023-01-01	22.06	45.59	NA	NA	68
25-35 Years	05149	2023-01-01	17.39	44.72	6.83	NA	161
25-35 Years	05139	2023-01-01	17.75	45.07	6.2	3.1	355
25-35 Years	05109	2023-01-01	25	46.67	NA	NA	120
25-35 Years	08071	2023-01-01	30	49.05	NA	NA	210
25-35 Years	05041	2023-01-01	25.24	46.6	NA	NA	103
25-35 Years	05003	2023-01-01	24.26	40.59	NA	NA	202
25-35 Years	09003	2023-01-01	19.57	37.93	3.08	1.39	51589
25-35 Years	01089	2023-01-01	12.24	30.9	3.21	NA	343
25-35 Years	08073	2023-01-01	NA	42.37	NA	NA	59
25-35 Years	08055	2023-01-01	26.05	42.86	NA	NA	119
25-35 Years	04009	2023-01-01	34.62	32.31	9.23	NA	130
25-35 Years	06029	2023-01-01	25.58	46.17	4.49	2.42	18415
25-35 Years	08061	2023-01-01	NA	NA	NA	NA	27
25-35 Years	05025	2023-01-01	27.64	43.9	NA	NA	123
25-35 Years	08095	2023-01-01	NA	36.73	NA	NA	49
25-35 Years	04013	2023-01-01	12.84	31.13	2.83	1.84	89507
25-35 Years	08057	2023-01-01	NA	27.5	NA	NA	40
25-35 Years	05137	2023-01-01	18.18	45.45	NA	NA	66
25-35 Years	01021	2023-01-01	NA	NA	NA	NA	16
25-35 Years	06031	2023-01-01	27.86	49.74	5.17	1.67	1741
25-35 Years	08017	2023-01-01	NA	54.55	NA	NA	22
25-35 Years	09001	2023-01-01	19.2	33.29	3.09	1.48	19856
25-35 Years	02150	2023-01-01	15.41	47.52	2.39	2.02	545
25-35 Years	06097	2023-01-01	12.92	38.34	3.38	1.55	10748
25-35 Years	08043	2023-01-01	15.28	39.08	3.2	2.13	563
25-35 Years	06063	2023-01-01	11.84	28.29	NA	NA	152
25-35 Years	06039	2023-01-01	21.36	45.64	4.45	1.44	5285
25-35 Years	05115	2023-01-01	18.76	41.6	4.24	NA	613
25-35 Years	08123	2023-01-01	17.01	39.74	3.28	1.64	24763
25-35 Years	06023	2023-01-01	11.53	35.99	2.81	2.14	8324
25-35 Years	01117	2023-01-01	12.99	37.01	NA	NA	154
25-35 Years	04003	2023-01-01	25.54	44.8	5.05	3.36	654
25-35 Years	06083	2023-01-01	16.04	36.53	4.26	2.39	4183
25-35 Years	01073	2023-01-01	11.17	31.71	1.98	NA	555
25-35 Years	06033	2023-01-01	10.5	38.22	2.47	1.24	1133
25-35 Years	05011	2023-01-01	26.36	37.98	NA	NA	129
25-35 Years	08103	2023-01-01	NA	41.18	NA	NA	68
25-35 Years	08009	2023-01-01	NA	41.18	NA	NA	34
