age	county	bmi_30_49.8	obesity_(%)	n_obesity_county	Year
18-24 Years	SPOKANE, WA	21.44%	9.61%	541	1/1/2025 - 10/30/2025
18-24 Years	SKAMANIA, WA	24.75%	8.08%	198	1/1/2025 - 10/30/2025
18-24 Years	CONVERSE, WY	30.77%	NA	39	1/1/2025 - 10/30/2025
18-24 Years	DOUGLAS, WA	26.80%	11.09%	1903	1/1/2025 - 10/30/2025
18-24 Years	SAUK, WI	21.66%	8.15%	785	1/1/2025 - 10/30/2025
18-24 Years	LA CROSSE, WI	21.87%	8.19%	6297	1/1/2025 - 10/30/2025
18-24 Years	WASHINGTON, WI	21.54%	8.27%	4726	1/1/2025 - 10/30/2025
18-24 Years	IOWA, WI	16.14%	7.49%	347	1/1/2025 - 10/30/2025
18-24 Years	SWEETWATER, WY	20.08%	7.11%	239	1/1/2025 - 10/30/2025
18-24 Years	OKANOGAN, WA	27.65%	11.01%	1172	1/1/2025 - 10/30/2025
18-24 Years	NIOBRARA, WY	NA	NA	5	1/1/2025 - 10/30/2025
18-24 Years	CAMPBELL, WY	28.01%	5.57%	539	1/1/2025 - 10/30/2025
18-24 Years	LINCOLN, WY	24.84%	4.87%	616	1/1/2025 - 10/30/2025
18-24 Years	COLUMBIA, WA	NA	NA	5	1/1/2025 - 10/30/2025
18-24 Years	COWLITZ, WA	27.95%	6.93%	1875	1/1/2025 - 10/30/2025
18-24 Years	GRAYS HARBOR, WA	23.53%	NA	102	1/1/2025 - 10/30/2025
18-24 Years	GREEN, WI	20.22%	7.28%	920	1/1/2025 - 10/30/2025
18-24 Years	CHELAN, WA	26.87%	10.47%	3334	1/1/2025 - 10/30/2025
18-24 Years	LAFAYETTE, WI	19.02%	NA	184	1/1/2025 - 10/30/2025
18-24 Years	WESTON, WY	22.67%	NA	75	1/1/2025 - 10/30/2025
18-24 Years	POCAHONTAS, WV	32.80%	12.00%	125	1/1/2025 - 10/30/2025
18-24 Years	WOOD, WI	24.70%	10.37%	328	1/1/2025 - 10/30/2025
18-24 Years	PACIFIC, WA	24.55%	NA	110	1/1/2025 - 10/30/2025
18-24 Years	LINCOLN, WI	21.84%	NA	87	1/1/2025 - 10/30/2025
18-24 Years	WHATCOM, WA	24.67%	8.18%	4305	1/1/2025 - 10/30/2025
18-24 Years	SNOHOMISH, WA	22.67%	7.05%	7989	1/1/2025 - 10/30/2025
18-24 Years	JACKSON, WI	23.83%	9.15%	470	1/1/2025 - 10/30/2025
18-24 Years	PARK, WY	17.89%	3.58%	503	1/1/2025 - 10/30/2025
18-24 Years	ONEIDA, WI	18.27%	NA	104	1/1/2025 - 10/30/2025
18-24 Years	KITTITAS, WA	22.09%	12.02%	516	1/1/2025 - 10/30/2025
18-24 Years	ALBANY, WY	21.94%	6.09%	1395	1/1/2025 - 10/30/2025
18-24 Years	MARATHON, WI	20.78%	8.01%	587	1/1/2025 - 10/30/2025
18-24 Years	BENTON, WA	15.88%	NA	233	1/1/2025 - 10/30/2025
18-24 Years	WASHAKIE, WY	NA	NA	37	1/1/2025 - 10/30/2025
18-24 Years	PIERCE, WA	19.91%	3.77%	3129	1/1/2025 - 10/30/2025
18-24 Years	NATRONA, WY	26.20%	9.63%	187	1/1/2025 - 10/30/2025
18-24 Years	WYOMING, WV	30.07%	8.50%	153	1/1/2025 - 10/30/2025
18-24 Years	HOT SPRINGS, WY	NA	NA	14	1/1/2025 - 10/30/2025
18-24 Years	STEVENS, WA	NA	NA	26	1/1/2025 - 10/30/2025
18-24 Years	FRANKLIN, WA	20.00%	NA	80	1/1/2025 - 10/30/2025
18-24 Years	LEWIS, WA	27.14%	NA	280	1/1/2025 - 10/30/2025
18-24 Years	FREMONT, WY	19.42%	7.91%	139	1/1/2025 - 10/30/2025
18-24 Years	OZAUKEE, WI	20.07%	8.21%	3583	1/1/2025 - 10/30/2025
18-24 Years	KLICKITAT, WA	23.43%	9.07%	397	1/1/2025 - 10/30/2025
18-24 Years	UINTA, WY	17.30%	4.32%	370	1/1/2025 - 10/30/2025
18-24 Years	MASON, WA	10.32%	NA	126	1/1/2025 - 10/30/2025
18-24 Years	PRICE, WI	21.05%	NA	57	1/1/2025 - 10/30/2025
18-24 Years	WHITMAN, WA	18.26%	4.79%	334	1/1/2025 - 10/30/2025
18-24 Years	SUBLETTE, WY	23.61%	NA	72	1/1/2025 - 10/30/2025
18-24 Years	WAUKESHA, WI	19.12%	7.43%	10728	1/1/2025 - 10/30/2025
18-24 Years	CLALLAM, WA	19.08%	NA	152	1/1/2025 - 10/30/2025
18-24 Years	PORTAGE, WI	23.79%	10.44%	412	1/1/2025 - 10/30/2025
18-24 Years	DANE, WI	17.59%	7.20%	32470	1/1/2025 - 10/30/2025
18-24 Years	YAKIMA, WA	31.42%	18.23%	1547	1/1/2025 - 10/30/2025
18-24 Years	KING, WA	17.61%	4.90%	33943	1/1/2025 - 10/30/2025
18-24 Years	CROOK, WY	18.09%	NA	94	1/1/2025 - 10/30/2025
18-24 Years	SHERIDAN, WY	13.86%	NA	101	1/1/2025 - 10/30/2025
18-24 Years	JOHNSON, WY	NA	NA	38	1/1/2025 - 10/30/2025
18-24 Years	WALLA WALLA, WA	NA	NA	61	1/1/2025 - 10/30/2025
18-24 Years	CLARK, WA	18.31%	6.36%	9288	1/1/2025 - 10/30/2025
18-24 Years	PEND OREILLE, WA	NA	NA	5	1/1/2025 - 10/30/2025
18-24 Years	SAN JUAN, WA	20.59%	NA	68	1/1/2025 - 10/30/2025
18-24 Years	JEFFERSON, WA	NA	NA	16	1/1/2025 - 10/30/2025
18-24 Years	KITSAP, WA	11.12%	2.02%	890	1/1/2025 - 10/30/2025
18-24 Years	THURSTON, WA	13.85%	2.27%	924	1/1/2025 - 10/30/2025
18-24 Years	TETON, WY	NA	NA	113	1/1/2025 - 10/30/2025
18-24 Years	None of the above	19.28%	6.50%	19095	1/1/2025 - 10/30/2025
18-24 Years	Total	26.84%	10.55%	369708	1/1/2025 - 10/30/2025
25-34 Years	MINGO, WV	59.63%	36.47%	436	1/1/2025 - 10/30/2025
25-34 Years	TYLER, WV	64.83%	39.47%	418	1/1/2025 - 10/30/2025
25-34 Years	PLEASANTS, WV	61.89%	29.51%	349	1/1/2025 - 10/30/2025
25-34 Years	WIRT, WV	57.93%	27.31%	271	1/1/2025 - 10/30/2025
25-34 Years	RITCHIE, WV	60.29%	31.16%	491	1/1/2025 - 10/30/2025
25-34 Years	WEBSTER, WV	55.73%	30.57%	314	1/1/2025 - 10/30/2025
25-34 Years	MCDOWELL, WV	56.73%	19.77%	349	1/1/2025 - 10/30/2025
25-34 Years	DODDRIDGE, WV	60.39%	32.13%	361	1/1/2025 - 10/30/2025
25-34 Years	MARINETTE, WI	55.16%	27.63%	3120	1/1/2025 - 10/30/2025
25-34 Years	WETZEL, WV	59.67%	37.47%	1153	1/1/2025 - 10/30/2025
25-34 Years	CALHOUN, WV	55.75%	21.84%	174	1/1/2025 - 10/30/2025
25-34 Years	TAYLOR, WV	57.27%	27.96%	894	1/1/2025 - 10/30/2025
25-34 Years	NICHOLAS, WV	54.36%	26.44%	1146	1/1/2025 - 10/30/2025
25-34 Years	GRANT, WV	54.13%	21.90%	726	1/1/2025 - 10/30/2025
25-34 Years	BARBOUR, WV	57.67%	30.93%	763	1/1/2025 - 10/30/2025
25-34 Years	OCONTO, WI	53.63%	25.22%	2450	1/1/2025 - 10/30/2025
25-34 Years	SHAWANO, WI	53.14%	27.67%	1543	1/1/2025 - 10/30/2025
25-34 Years	WOOD, WV	56.38%	28.90%	5986	1/1/2025 - 10/30/2025
25-34 Years	HARDY, WV	54.95%	24.17%	666	1/1/2025 - 10/30/2025
25-34 Years	PENDLETON, WV	54.37%	19.44%	252	1/1/2025 - 10/30/2025
25-34 Years	BOONE, WV	55.40%	28.57%	287	1/1/2025 - 10/30/2025
25-34 Years	GILMER, WV	61.03%	34.36%	195	1/1/2025 - 10/30/2025
25-34 Years	FAYETTE, WV	54.27%	23.50%	468	1/1/2025 - 10/30/2025
25-34 Years	ROANE, WV	57.27%	25.45%	220	1/1/2025 - 10/30/2025
25-34 Years	BRAXTON, WV	53.30%	39.26%	833	1/1/2025 - 10/30/2025
25-34 Years	KEWAUNEE, WI	52.90%	26.26%	1329	1/1/2025 - 10/30/2025
25-34 Years	MINERAL, WV	52.80%	21.11%	1483	1/1/2025 - 10/30/2025
25-34 Years	JACKSON, WV	57.11%	30.58%	1926	1/1/2025 - 10/30/2025
25-34 Years	RANDOLPH, WV	53.17%	28.85%	884	1/1/2025 - 10/30/2025
25-34 Years	LOGAN, WV	52.96%	25.33%	304	1/1/2025 - 10/30/2025
25-34 Years	MARION, WV	54.73%	28.80%	4712	1/1/2025 - 10/30/2025
25-34 Years	MARSHALL, WV	57.33%	32.36%	2182	1/1/2025 - 10/30/2025
25-34 Years	MENOMINEE, WI	62.30%	25.79%	252	1/1/2025 - 10/30/2025
25-34 Years	BURNETT, WI	55.32%	17.29%	376	1/1/2025 - 10/30/2025
25-34 Years	LEWIS, WV	52.14%	27.31%	1051	1/1/2025 - 10/30/2025
25-34 Years	WAUSHARA, WI	51.08%	27.26%	554	1/1/2025 - 10/30/2025
25-34 Years	HARRISON, WV	55.62%	29.07%	5511	1/1/2025 - 10/30/2025
25-34 Years	BROOKE, WV	55.59%	27.69%	921	1/1/2025 - 10/30/2025
25-34 Years	BERKELEY, WV	55.91%	28.88%	12482	1/1/2025 - 10/30/2025
25-34 Years	MERCER, WV	57.82%	21.74%	3141	1/1/2025 - 10/30/2025
25-34 Years	TUCKER, WV	57.26%	28.21%	234	1/1/2025 - 10/30/2025
25-34 Years	SUMMERS, WV	51.69%	18.64%	118	1/1/2025 - 10/30/2025
25-34 Years	FLORENCE, WI	53.03%	23.48%	132	1/1/2025 - 10/30/2025
25-34 Years	MORGAN, WV	54.85%	24.88%	1021	1/1/2025 - 10/30/2025
25-34 Years	UPSHUR, WV	51.38%	28.20%	1773	1/1/2025 - 10/30/2025
25-34 Years	PRESTON, WV	58.93%	28.02%	1624	1/1/2025 - 10/30/2025
25-34 Years	MANITOWOC, WI	52.48%	27.20%	5716	1/1/2025 - 10/30/2025
25-34 Years	MARQUETTE, WI	44.66%	22.47%	365	1/1/2025 - 10/30/2025
25-34 Years	WASHBURN, WI	49.60%	29.23%	496	1/1/2025 - 10/30/2025
25-34 Years	RALEIGH, WV	52.75%	17.80%	472	1/1/2025 - 10/30/2025
25-34 Years	WAUPACA, WI	48.41%	27.11%	911	1/1/2025 - 10/30/2025
25-34 Years	LINCOLN, WV	55.80%	28.64%	405	1/1/2025 - 10/30/2025
25-34 Years	CHIPPEWA, WI	51.85%	21.97%	1730	1/1/2025 - 10/30/2025
25-34 Years	HAMPSHIRE, WV	51.44%	23.62%	1283	1/1/2025 - 10/30/2025
25-34 Years	DOUGLAS, WI	50.24%	31.23%	3513	1/1/2025 - 10/30/2025
25-34 Years	OHIO, WV	51.44%	25.44%	2980	1/1/2025 - 10/30/2025
25-34 Years	PIERCE, WI	46.94%	25.36%	556	1/1/2025 - 10/30/2025
25-34 Years	DOOR, WI	45.07%	21.59%	1005	1/1/2025 - 10/30/2025
25-34 Years	PEPIN, WI	50.00%	22.17%	212	1/1/2025 - 10/30/2025
25-34 Years	GREENBRIER, WV	42.63%	18.73%	251	1/1/2025 - 10/30/2025
25-34 Years	KANAWHA, WV	53.91%	23.46%	4706	1/1/2025 - 10/30/2025
25-34 Years	GREEN LAKE, WI	54.08%	30.16%	368	1/1/2025 - 10/30/2025
25-34 Years	GARFIELD, WA	NA	NA	5	1/1/2025 - 10/30/2025
25-34 Years	MASON, WV	53.30%	26.21%	454	1/1/2025 - 10/30/2025
25-34 Years	RUSK, WI	48.36%	24.36%	275	1/1/2025 - 10/30/2025
25-34 Years	GOSHEN, WY	41.77%	20.25%	158	1/1/2025 - 10/30/2025
25-34 Years	CALUMET, WI	50.30%	24.09%	1519	1/1/2025 - 10/30/2025
25-34 Years	GRANT, WA	51.60%	22.83%	3680	1/1/2025 - 10/30/2025
25-34 Years	SHEBOYGAN, WI	47.71%	24.62%	9655	1/1/2025 - 10/30/2025
25-34 Years	ROCK, WI	49.17%	26.99%	9469	1/1/2025 - 10/30/2025
25-34 Years	JEFFERSON, WV	51.15%	24.41%	4121	1/1/2025 - 10/30/2025
25-34 Years	ADAMS, WA	44.31%	NA	167	1/1/2025 - 10/30/2025
25-34 Years	FOREST, WI	31.88%	18.84%	69	1/1/2025 - 10/30/2025
25-34 Years	HANCOCK, WV	50.94%	21.37%	903	1/1/2025 - 10/30/2025
25-34 Years	WAHKIAKUM, WA	44.55%	15.45%	110	1/1/2025 - 10/30/2025
25-34 Years	BROWN, WI	49.24%	24.49%	25715	1/1/2025 - 10/30/2025
25-34 Years	WINNEBAGO, WI	49.00%	27.80%	7975	1/1/2025 - 10/30/2025
25-34 Years	WALWORTH, WI	48.93%	26.86%	6129	1/1/2025 - 10/30/2025
25-34 Years	DUNN, WI	49.46%	16.37%	556	1/1/2025 - 10/30/2025
25-34 Years	PLATTE, WY	40.54%	12.61%	111	1/1/2025 - 10/30/2025
25-34 Years	BUFFALO, WI	47.20%	22.98%	483	1/1/2025 - 10/30/2025
25-34 Years	DODGE, WI	45.48%	20.49%	2709	1/1/2025 - 10/30/2025
25-34 Years	RACINE, WI	50.54%	24.63%	10908	1/1/2025 - 10/30/2025
25-34 Years	OUTAGAMIE, WI	47.09%	24.06%	6447	1/1/2025 - 10/30/2025
25-34 Years	ADAMS, WI	42.86%	20.32%	497	1/1/2025 - 10/30/2025
25-34 Years	FOND DU LAC, WI	48.34%	26.88%	3668	1/1/2025 - 10/30/2025
25-34 Years	GRANT, WI	43.84%	17.52%	1136	1/1/2025 - 10/30/2025
25-34 Years	BARRON, WI	47.13%	16.87%	575	1/1/2025 - 10/30/2025
25-34 Years	LANGLADE, WI	48.18%	30.91%	110	1/1/2025 - 10/30/2025
25-34 Years	JEFFERSON, WI	42.60%	20.99%	2458	1/1/2025 - 10/30/2025
25-34 Years	TREMPEALEAU, WI	46.49%	21.08%	1708	1/1/2025 - 10/30/2025
25-34 Years	MONROE, WI	47.33%	27.46%	2360	1/1/2025 - 10/30/2025
25-34 Years	KENOSHA, WI	51.02%	25.94%	10229	1/1/2025 - 10/30/2025
25-34 Years	ASOTIN, WA	46.34%	NA	41	1/1/2025 - 10/30/2025
25-34 Years	LINCOLN, WA	NA	NA	13	1/1/2025 - 10/30/2025
25-34 Years	JUNEAU, WI	43.97%	25.11%	896	1/1/2025 - 10/30/2025
25-34 Years	LARAMIE, WY	48.33%	20.56%	6210	1/1/2025 - 10/30/2025
25-34 Years	BAYFIELD, WI	45.27%	21.89%	539	1/1/2025 - 10/30/2025
25-34 Years	WAYNE, WV	55.09%	29.77%	1572	1/1/2025 - 10/30/2025
25-34 Years	CRAWFORD, WI	39.67%	14.47%	615	1/1/2025 - 10/30/2025
25-34 Years	MONONGALIA, WV	46.74%	22.33%	9421	1/1/2025 - 10/30/2025
25-34 Years	SKAGIT, WA	49.56%	17.27%	7506	1/1/2025 - 10/30/2025
25-34 Years	EAU CLAIRE, WI	44.48%	18.81%	2817	1/1/2025 - 10/30/2025
25-34 Years	PUTNAM, WV	50.97%	25.05%	1385	1/1/2025 - 10/30/2025
25-34 Years	MONROE, WV	56.91%	20.74%	188	1/1/2025 - 10/30/2025
25-34 Years	ASHLAND, WI	44.63%	20.73%	791	1/1/2025 - 10/30/2025
25-34 Years	CLAY, WV	40.40%	17.93%	396	1/1/2025 - 10/30/2025
25-34 Years	FERRY, WA	NA	NA	5	1/1/2025 - 10/30/2025
25-34 Years	CLARK, WI	45.70%	17.19%	221	1/1/2025 - 10/30/2025
25-34 Years	SAWYER, WI	43.90%	19.34%	574	1/1/2025 - 10/30/2025
25-34 Years	POLK, WI	45.19%	22.17%	821	1/1/2025 - 10/30/2025
25-34 Years	COLUMBIA, WI	40.09%	19.14%	2205	1/1/2025 - 10/30/2025
25-34 Years	TAYLOR, WI	43.33%	17.78%	90	1/1/2025 - 10/30/2025
25-34 Years	ISLAND, WA	41.79%	14.37%	1656	1/1/2025 - 10/30/2025
25-34 Years	VERNON, WI	41.26%	19.65%	1430	1/1/2025 - 10/30/2025
25-34 Years	RICHLAND, WI	38.00%	16.57%	350	1/1/2025 - 10/30/2025
25-34 Years	CABELL, WV	50.93%	25.20%	4076	1/1/2025 - 10/30/2025
25-34 Years	VILAS, WI	34.67%	14.67%	75	1/1/2025 - 10/30/2025
25-34 Years	SAINT CROIX, WI	41.95%	26.15%	696	1/1/2025 - 10/30/2025
25-34 Years	IRON, WI	51.61%	22.58%	93	1/1/2025 - 10/30/2025
25-34 Years	MILWAUKEE, WI	46.81%	26.03%	60103	1/1/2025 - 10/30/2025
25-34 Years	CARBON, WY	43.73%	18.31%	295	1/1/2025 - 10/30/2025
25-34 Years	BIG HORN, WY	46.67%	11.33%	150	1/1/2025 - 10/30/2025
25-34 Years	SPOKANE, WA	38.81%	19.40%	536	1/1/2025 - 10/30/2025
25-34 Years	SKAMANIA, WA	42.95%	14.10%	312	1/1/2025 - 10/30/2025
25-34 Years	CONVERSE, WY	NA	NA	41	1/1/2025 - 10/30/2025
25-34 Years	DOUGLAS, WA	43.40%	22.87%	2986	1/1/2025 - 10/30/2025
25-34 Years	SAUK, WI	37.70%	18.85%	1220	1/1/2025 - 10/30/2025
25-34 Years	LA CROSSE, WI	40.02%	19.33%	8538	1/1/2025 - 10/30/2025
25-34 Years	WASHINGTON, WI	43.16%	23.52%	5438	1/1/2025 - 10/30/2025
25-34 Years	IOWA, WI	38.73%	20.31%	581	1/1/2025 - 10/30/2025
25-34 Years	SWEETWATER, WY	43.45%	15.32%	359	1/1/2025 - 10/30/2025
25-34 Years	OKANOGAN, WA	44.25%	19.37%	1652	1/1/2025 - 10/30/2025
25-34 Years	NIOBRARA, WY	NA	NA	13	1/1/2025 - 10/30/2025
25-34 Years	CAMPBELL, WY	42.73%	13.76%	763	1/1/2025 - 10/30/2025
25-34 Years	LINCOLN, WY	41.67%	12.24%	768	1/1/2025 - 10/30/2025
25-34 Years	COLUMBIA, WA	NA	NA	5	1/1/2025 - 10/30/2025
25-34 Years	COWLITZ, WA	41.16%	13.62%	3518	1/1/2025 - 10/30/2025
25-34 Years	GRAYS HARBOR, WA	30.13%	8.33%	156	1/1/2025 - 10/30/2025
25-34 Years	GREEN, WI	37.32%	20.60%	1136	1/1/2025 - 10/30/2025
25-34 Years	CHELAN, WA	42.68%	20.59%	5080	1/1/2025 - 10/30/2025
25-34 Years	LAFAYETTE, WI	32.40%	15.68%	287	1/1/2025 - 10/30/2025
25-34 Years	WESTON, WY	45.79%	NA	107	1/1/2025 - 10/30/2025
25-34 Years	POCAHONTAS, WV	35.98%	17.07%	164	1/1/2025 - 10/30/2025
25-34 Years	WOOD, WI	40.75%	17.56%	427	1/1/2025 - 10/30/2025
25-34 Years	PACIFIC, WA	33.94%	9.17%	218	1/1/2025 - 10/30/2025
25-34 Years	LINCOLN, WI	32.65%	15.31%	98	1/1/2025 - 10/30/2025
25-34 Years	WHATCOM, WA	35.94%	15.71%	6574	1/1/2025 - 10/30/2025
25-34 Years	SNOHOMISH, WA	34.04%	12.68%	17850	1/1/2025 - 10/30/2025
25-34 Years	JACKSON, WI	36.25%	18.46%	742	1/1/2025 - 10/30/2025
25-34 Years	PARK, WY	38.31%	6.61%	817	1/1/2025 - 10/30/2025
25-34 Years	ONEIDA, WI	24.49%	NA	98	1/1/2025 - 10/30/2025
25-34 Years	KITTITAS, WA	33.90%	19.90%	764	1/1/2025 - 10/30/2025
25-34 Years	ALBANY, WY	34.78%	14.67%	1731	1/1/2025 - 10/30/2025
25-34 Years	MARATHON, WI	42.19%	20.15%	685	1/1/2025 - 10/30/2025
25-34 Years	BENTON, WA	30.17%	9.09%	242	1/1/2025 - 10/30/2025
25-34 Years	WASHAKIE, WY	42.11%	NA	38	1/1/2025 - 10/30/2025
25-34 Years	PIERCE, WA	33.54%	9.53%	5889	1/1/2025 - 10/30/2025
25-34 Years	NATRONA, WY	38.67%	16.67%	150	1/1/2025 - 10/30/2025
25-34 Years	WYOMING, WV	31.98%	12.21%	172	1/1/2025 - 10/30/2025
25-34 Years	HOT SPRINGS, WY	NA	NA	26	1/1/2025 - 10/30/2025
25-34 Years	STEVENS, WA	42.31%	NA	26	1/1/2025 - 10/30/2025
25-34 Years	FRANKLIN, WA	35.92%	12.62%	103	1/1/2025 - 10/30/2025
25-34 Years	LEWIS, WA	35.89%	11.29%	443	1/1/2025 - 10/30/2025
25-34 Years	FREMONT, WY	37.50%	14.71%	136	1/1/2025 - 10/30/2025
25-34 Years	OZAUKEE, WI	38.61%	20.60%	4136	1/1/2025 - 10/30/2025
25-34 Years	KLICKITAT, WA	31.38%	14.60%	596	1/1/2025 - 10/30/2025
25-34 Years	UINTA, WY	40.31%	11.14%	449	1/1/2025 - 10/30/2025
25-34 Years	MASON, WA	26.22%	NA	225	1/1/2025 - 10/30/2025
25-34 Years	PRICE, WI	31.13%	NA	106	1/1/2025 - 10/30/2025
25-34 Years	WHITMAN, WA	35.81%	12.61%	444	1/1/2025 - 10/30/2025
25-34 Years	SUBLETTE, WY	31.73%	11.54%	104	1/1/2025 - 10/30/2025
25-34 Years	WAUKESHA, WI	38.49%	19.69%	12212	1/1/2025 - 10/30/2025
25-34 Years	CLALLAM, WA	19.21%	NA	177	1/1/2025 - 10/30/2025
25-34 Years	PORTAGE, WI	31.62%	12.85%	506	1/1/2025 - 10/30/2025
25-34 Years	DANE, WI	30.39%	15.45%	55048	1/1/2025 - 10/30/2025
25-34 Years	YAKIMA, WA	47.30%	32.67%	1647	1/1/2025 - 10/30/2025
25-34 Years	KING, WA	25.62%	8.86%	77546	1/1/2025 - 10/30/2025
25-34 Years	CROOK, WY	30.00%	NA	130	1/1/2025 - 10/30/2025
25-34 Years	SHERIDAN, WY	37.21%	12.79%	86	1/1/2025 - 10/30/2025
25-34 Years	JOHNSON, WY	42.31%	NA	26	1/1/2025 - 10/30/2025
25-34 Years	WALLA WALLA, WA	23.08%	NA	52	1/1/2025 - 10/30/2025
25-34 Years	CLARK, WA	28.43%	12.80%	15615	1/1/2025 - 10/30/2025
25-34 Years	PEND OREILLE, WA	NA	NA	5	1/1/2025 - 10/30/2025
25-34 Years	SAN JUAN, WA	29.46%	10.71%	112	1/1/2025 - 10/30/2025
25-34 Years	JEFFERSON, WA	18.64%	NA	59	1/1/2025 - 10/30/2025
25-34 Years	KITSAP, WA	20.88%	3.86%	1346	1/1/2025 - 10/30/2025
25-34 Years	THURSTON, WA	18.98%	4.51%	1575	1/1/2025 - 10/30/2025
25-34 Years	TETON, WY	18.25%	NA	126	1/1/2025 - 10/30/2025
25-34 Years	None of the above	30.99%	13.72%	27284	1/1/2025 - 10/30/2025
25-34 Years	Total	41.28%	19.82%	580932	1/1/2025 - 10/30/2025
35-44 Years	MINGO, WV	63.21%	38.94%	511	1/1/2025 - 10/30/2025
35-44 Years	TYLER, WV	67.23%	45.39%	531	1/1/2025 - 10/30/2025
35-44 Years	PLEASANTS, WV	63.20%	29.60%	375	1/1/2025 - 10/30/2025
35-44 Years	WIRT, WV	63.44%	33.23%	331	1/1/2025 - 10/30/2025
35-44 Years	RITCHIE, WV	65.73%	36.14%	534	1/1/2025 - 10/30/2025
35-44 Years	WEBSTER, WV	56.41%	27.35%	351	1/1/2025 - 10/30/2025
35-44 Years	MCDOWELL, WV	58.11%	27.60%	413	1/1/2025 - 10/30/2025
35-44 Years	DODDRIDGE, WV	61.04%	37.61%	444	1/1/2025 - 10/30/2025
35-44 Years	MARINETTE, WI	61.35%	34.95%	3783	1/1/2025 - 10/30/2025
35-44 Years	WETZEL, WV	64.54%	43.63%	1114	1/1/2025 - 10/30/2025
35-44 Years	CALHOUN, WV	64.56%	27.43%	237	1/1/2025 - 10/30/2025
35-44 Years	TAYLOR, WV	62.78%	31.39%	978	1/1/2025 - 10/30/2025
35-44 Years	NICHOLAS, WV	56.20%	33.00%	1500	1/1/2025 - 10/30/2025
35-44 Years	GRANT, WV	60.73%	27.53%	741	1/1/2025 - 10/30/2025
35-44 Years	BARBOUR, WV	60.19%	31.88%	756	1/1/2025 - 10/30/2025
35-44 Years	OCONTO, WI	59.85%	32.48%	3387	1/1/2025 - 10/30/2025
35-44 Years	SHAWANO, WI	61.54%	36.82%	1776	1/1/2025 - 10/30/2025
35-44 Years	WOOD, WV	59.23%	31.23%	6532	1/1/2025 - 10/30/2025
35-44 Years	HARDY, WV	54.01%	27.21%	724	1/1/2025 - 10/30/2025
35-44 Years	PENDLETON, WV	56.11%	26.73%	303	1/1/2025 - 10/30/2025
35-44 Years	BOONE, WV	65.83%	34.48%	319	1/1/2025 - 10/30/2025
35-44 Years	GILMER, WV	63.60%	36.00%	250	1/1/2025 - 10/30/2025
35-44 Years	FAYETTE, WV	57.09%	25.82%	550	1/1/2025 - 10/30/2025
35-44 Years	ROANE, WV	61.36%	32.58%	264	1/1/2025 - 10/30/2025
35-44 Years	BRAXTON, WV	57.66%	42.87%	933	1/1/2025 - 10/30/2025
35-44 Years	KEWAUNEE, WI	57.82%	33.68%	1740	1/1/2025 - 10/30/2025
35-44 Years	MINERAL, WV	57.72%	28.80%	1646	1/1/2025 - 10/30/2025
35-44 Years	JACKSON, WV	63.15%	37.81%	2198	1/1/2025 - 10/30/2025
35-44 Years	RANDOLPH, WV	56.64%	26.22%	904	1/1/2025 - 10/30/2025
35-44 Years	LOGAN, WV	57.64%	31.85%	314	1/1/2025 - 10/30/2025
35-44 Years	MARION, WV	59.76%	32.16%	4776	1/1/2025 - 10/30/2025
35-44 Years	MARSHALL, WV	57.53%	35.89%	2324	1/1/2025 - 10/30/2025
35-44 Years	MENOMINEE, WI	67.24%	26.55%	290	1/1/2025 - 10/30/2025
35-44 Years	BURNETT, WI	59.04%	23.85%	520	1/1/2025 - 10/30/2025
35-44 Years	LEWIS, WV	58.36%	31.76%	1184	1/1/2025 - 10/30/2025
35-44 Years	WAUSHARA, WI	54.80%	30.93%	666	1/1/2025 - 10/30/2025
35-44 Years	HARRISON, WV	58.15%	33.72%	6003	1/1/2025 - 10/30/2025
35-44 Years	BROOKE, WV	56.59%	29.26%	1039	1/1/2025 - 10/30/2025
35-44 Years	BERKELEY, WV	59.33%	32.95%	13637	1/1/2025 - 10/30/2025
35-44 Years	MERCER, WV	55.36%	23.60%	3331	1/1/2025 - 10/30/2025
35-44 Years	TUCKER, WV	55.94%	26.44%	261	1/1/2025 - 10/30/2025
35-44 Years	SUMMERS, WV	52.34%	25.78%	128	1/1/2025 - 10/30/2025
35-44 Years	FLORENCE, WI	56.76%	29.73%	185	1/1/2025 - 10/30/2025
35-44 Years	MORGAN, WV	57.39%	28.52%	1136	1/1/2025 - 10/30/2025
35-44 Years	UPSHUR, WV	56.57%	32.35%	1957	1/1/2025 - 10/30/2025
35-44 Years	PRESTON, WV	59.65%	28.30%	1735	1/1/2025 - 10/30/2025
35-44 Years	MANITOWOC, WI	56.03%	32.86%	6497	1/1/2025 - 10/30/2025
35-44 Years	MARQUETTE, WI	50.97%	21.16%	567	1/1/2025 - 10/30/2025
35-44 Years	WASHBURN, WI	56.73%	33.29%	691	1/1/2025 - 10/30/2025
35-44 Years	RALEIGH, WV	52.94%	24.67%	612	1/1/2025 - 10/30/2025
35-44 Years	WAUPACA, WI	56.47%	32.60%	997	1/1/2025 - 10/30/2025
35-44 Years	LINCOLN, WV	58.81%	32.95%	437	1/1/2025 - 10/30/2025
35-44 Years	CHIPPEWA, WI	55.41%	25.71%	2198	1/1/2025 - 10/30/2025
35-44 Years	HAMPSHIRE, WV	52.77%	26.25%	1425	1/1/2025 - 10/30/2025
