Session Title,Heat only KYNC county year 2018-2025,,
Session ID,2792485,,
Data Model,Patients,,
Population Base,All Patients,,
Population Criteria Filters: These criteria are a summary and do not fully reflect the content of the exported session.,State of Residence: STATES_KY_NC,"Encounter Type: Emergency, Emergency to Inpatient",
Session Date Range,1/1/2018 - 12/31/2025,,
Measure,Number of Patients,,
Export User,Stephanie Perniciaro,,
Date of Export,1/22/2026,,
,,,
,,,
,Diagnosis (Encounter),Heat,"Total: Total includes all data, including data from columns not currently displayed."
Year,County of Residence,,
,"MORRISON, MN",10 or fewer,2236
,"ROSEAU, MN",10 or fewer,3062
,"ISANTI, MN",10 or fewer,2565
,"MEADE, KY",10 or fewer,1054
,"WASHINGTON, NY",10 or fewer,147
,"ESTILL, KY",14,3727
,"CARVER, MN",10 or fewer,2023
,"CALHOUN, MS",17,3415
,"DUTCHESS, NY",10 or fewer,1490
,"PERQUIMANS, NC",10 or fewer,3266
,"LIVINGSTON, MO",14,3321
,"MOORE, NC",10 or fewer,1528
,"JEFFERSON DAVIS, LA",10 or fewer,357
,"CLAY, MS",10 or fewer,1389
,"EAST FELICIANA, LA",10 or fewer,1843
,"SAGINAW, MI",10 or fewer,1970
,"PENDLETON, KY",10 or fewer,3334
,"COPIAH, MS",10 or fewer,2226
,"OSWEGO, NY",10 or fewer,401
,"EATON, MI",10 or fewer,2020
,"FLOYD, KY",10 or fewer,244
,"GREENUP, KY",17,5437
,"SPENCER, KY",10 or fewer,2415
,"NESHOBA, MS",10 or fewer,1040
,"HOUSTON, MN",10 or fewer,2920
,"SIMPSON, MS",10 or fewer,2127
,"NEWTON, MS",10 or fewer,553
,"PENNINGTON, MN",10 or fewer,2688
,"COVINGTON, MS",10 or fewer,2550
,"SAINT MARYS, MD",10 or fewer,787
,"WALTHALL, MS",14,3176
,"UNION, KY",10 or fewer,662
,"WYOMING, NY",10 or fewer,657
,"CARSON CITY, NV",10 or fewer,2013
,"MOREHOUSE, LA",10 or fewer,2064
,"RICHLAND, MT",10 or fewer,2675
,"SAINT JAMES, LA",10 or fewer,2378
,"TIPPAH, MS",10 or fewer,2379
,"SCOTTS BLUFF, NE",10 or fewer,408
,"POLK, NC",10 or fewer,1377
,"MONTGOMERY, NY",10 or fewer,1854
,"CAYUGA, NY",10 or fewer,588
,"OKTIBBEHA, MS",10 or fewer,1578
,"PULASKI, KY",10 or fewer,958
,"DAKOTA, NE",10 or fewer,1727
,"LAWRENCE, MS",10 or fewer,1624
,"SENECA, NY",10 or fewer,1412
,"WARREN, MS",10 or fewer,1379
,"WEBSTER, KY",10 or fewer,1918
,"PERRY, MS",10 or fewer,2007
,"BOYD, KY",10 or fewer,3939
,"POINTE COUPEE, LA",10 or fewer,1742
,"SALINE, NE",10 or fewer,1479
,"GEORGE, MS",10 or fewer,1884
,"MCDOWELL, NC",10 or fewer,365
,"DAVIESS, KY",10 or fewer,1121
,"LAKE, MI",10 or fewer,2244
,"MADISON, NY",10 or fewer,360
,"LARUE, KY",10 or fewer,355
,"COTTONWOOD, MN",10 or fewer,1988
,"JEFFERSON DAVIS, MS",10 or fewer,2753
,"ELKO, NV",10 or fewer,1515
,"CADDO, LA",10 or fewer,1230
,"CLARKE, MS",10 or fewer,379
,"STONE, MS",10 or fewer,1889
,"GATES, NC",10 or fewer,2522
,"MCCREARY, KY",10 or fewer,1527
,"AVERY, NC",10 or fewer,193
,"CARTERET, NC",10 or fewer,1263
,"STODDARD, MO",10 or fewer,1845
,"CAMDEN, NC",10 or fewer,2196
,"ITAWAMBA, MS",10 or fewer,524
,"CHICKASAW, MS",10 or fewer,880
,"WINONA, MN",10 or fewer,1902
,"ANDERSON, KY",10 or fewer,862
,"REDWOOD, MN",10 or fewer,487
,"LINCOLN, MS",10 or fewer,1139
,"WASHINGTON, NC",10 or fewer,1730
,"BUFFALO, NE",10 or fewer,496
,"KOOCHICHING, MN",10 or fewer,519
,"WOODFORD, KY",10 or fewer,933
,"GARRARD, KY",10 or fewer,1044
,"YATES, NY",10 or fewer,668
,"GRUNDY, MO",10 or fewer,2175
,"FULTON, NY",10 or fewer,635
,"SCHUYLER, NY",10 or fewer,1004
,"SANTA FE, NM",10 or fewer,1397
,"AITKIN, MN",10 or fewer,932
,"CHRISTIAN, KY",10 or fewer,1524
,"NODAWAY, MO",10 or fewer,172
,"TUNICA, MS",10 or fewer,2092
,"JOHNSON, MO",10 or fewer,1480
,"CALVERT, MD",10 or fewer,782
,"HUBBARD, MN",10 or fewer,1540
,"SUSSEX, NJ",10 or fewer,665
,"CARROLL, KY",10 or fewer,1516
,"CLEARWATER, MN",10 or fewer,2110
,"SHIAWASSEE, MI",10 or fewer,1052
,"ALCORN, MS",10 or fewer,1195
,"CHEROKEE, NC",10 or fewer,673
,"SAINT CHARLES, MO",10 or fewer,868
,"TRANSYLVANIA, NC",10 or fewer,762
,"RICHLAND, LA",10 or fewer,1274
,"HANCOCK, ME",10 or fewer,1167
,"NOXUBEE, MS",10 or fewer,1899
,"DOUGLAS, NV",10 or fewer,1078
,"TISHOMINGO, MS",10 or fewer,375
,"RAPIDES, LA",10 or fewer,1010
,"GRAYSON, KY",10 or fewer,502
,"FARIBAULT, MN",10 or fewer,139
,"MONTGOMERY, NC",10 or fewer,506
,"CHURCHILL, NV",10 or fewer,1104
,"HAMPSHIRE, MA",10 or fewer,763
,"BRECKINRIDGE, KY",10 or fewer,574
,"CATTARAUGUS, NY",10 or fewer,257
,"JEFFERSON, NY",10 or fewer,461
,"GALLATIN, KY",10 or fewer,1878
,"BOLLINGER, MO",10 or fewer,1551
,"UNION, LA",10 or fewer,1034
,"CUSTER, MT",10 or fewer,1133
,"MARSHALL, MN",10 or fewer,1231
,"LEFLORE, MS",10 or fewer,825
,"LIVINGSTON, KY",10 or fewer,1628
,"ROCK, MN",10 or fewer,1587
,"ASHE, NC",10 or fewer,390
,"DUNKLIN, MO",10 or fewer,982
,"WASHINGTON, MS",10 or fewer,933
,"SOMERSET, ME",10 or fewer,673
