time,geography,state,age,epic_n_ed_heat,epic_rate_ed_heat,suppressed_heat
2019-01-01,39,Ohio,65+ Years,311,89.52422623434046,0
2020-01-01,39,Ohio,65+ Years,213,66.38926551030903,0
2021-01-01,39,Ohio,65+ Years,294,76.94965294136122,0
2018-01-01,39,Ohio,Total,1611,91.73517859034179,0
2019-01-01,39,Ohio,Total,1336,74.30329537339631,0
2020-01-01,39,Ohio,Total,943,60.024773745431304,0
2021-01-01,39,Ohio,Total,1193,64.81384897558262,0
2018-01-01,42,Pennsylvania,<15 Years,84,41.72938493867271,0
2019-01-01,42,Pennsylvania,<15 Years,72,33.21232361719107,0
2020-01-01,42,Pennsylvania,<15 Years,45,28.57269846913831,0
2021-01-01,42,Pennsylvania,<15 Years,78,35.65616485947814,0
2018-01-01,42,Pennsylvania,15-25 Years,146,101.71168221369206,0
2019-01-01,42,Pennsylvania,15-25 Years,164,106.22587247713552,0
2020-01-01,42,Pennsylvania,15-25 Years,105,76.35697248240153,0
2021-01-01,42,Pennsylvania,15-25 Years,167,97.16363636363636,0
2018-01-01,42,Pennsylvania,25-45 Years,267,94.33062353602052,0
2019-01-01,42,Pennsylvania,25-45 Years,238,76.4685659573511,0
2020-01-01,42,Pennsylvania,25-45 Years,180,60.371890847621344,0
2021-01-01,42,Pennsylvania,25-45 Years,277,75.37373946264238,0
2018-01-01,42,Pennsylvania,45-64 Years,264,104.88802011942931,0
2019-01-01,42,Pennsylvania,45-64 Years,205,73.439061699559,0
2020-01-01,42,Pennsylvania,45-64 Years,208,77.52920390926101,0
2021-01-01,42,Pennsylvania,45-64 Years,247,73.62892215604562,0
2018-01-01,42,Pennsylvania,65+ Years,217,96.0482985729967,0
2019-01-01,42,Pennsylvania,65+ Years,196,75.24021205455684,0
2020-01-01,42,Pennsylvania,65+ Years,165,65.00951502901788,0
2021-01-01,42,Pennsylvania,65+ Years,253,76.91372286739222,0
2018-01-01,42,Pennsylvania,Total,969,87.90479067501626,0
2019-01-01,42,Pennsylvania,Total,867,71.14669266352045,0
2020-01-01,42,Pennsylvania,Total,700,62.88664054175943,0
2021-01-01,42,Pennsylvania,Total,1010,71.1345252474742,0
2018-01-01,37,North Carolina,<15 Years,70,43.644707144015065,0
2019-01-01,37,North Carolina,<15 Years,86,45.05330434554837,0
2020-01-01,37,North Carolina,<15 Years,20,14.016006279170814,0
2021-01-01,37,North Carolina,<15 Years,49,28.649944454189324,0
2018-01-01,37,North Carolina,15-25 Years,210,167.58305336323227,0
2019-01-01,37,North Carolina,15-25 Years,246,171.94380373243865,0
2020-01-01,37,North Carolina,15-25 Years,158,118.83273164861613,0
2021-01-01,37,North Carolina,15-25 Years,168,112.9214389417648,0
2018-01-01,37,North Carolina,25-45 Years,374,146.96347525394424,0
2019-01-01,37,North Carolina,25-45 Years,512,175.35567748255005,0
2020-01-01,37,North Carolina,25-45 Years,364,125.73315555678371,0
2021-01-01,37,North Carolina,25-45 Years,322,102.31511785303482,0
2018-01-01,37,North Carolina,45-64 Years,324,147.26268663500215,0
2019-01-01,37,North Carolina,45-64 Years,432,174.6880282088816,0
2020-01-01,37,North Carolina,45-64 Years,290,118.74782466269475,0
2021-01-01,37,North Carolina,45-64 Years,322,120.53424370377026,0
2018-01-01,37,North Carolina,65+ Years,239,128.84235948635566,0
2019-01-01,37,North Carolina,65+ Years,290,137.21510123162383,0
2020-01-01,37,North Carolina,65+ Years,206,98.57544131650852,0
2021-01-01,37,North Carolina,65+ Years,251,106.06335912377298,0
2018-01-01,37,North Carolina,Total,1204,127.75593099481974,0
2019-01-01,37,North Carolina,Total,1555,143.8826287865189,0
2020-01-01,37,North Carolina,Total,1030,101.43685801794349,0
2021-01-01,37,North Carolina,Total,1105,97.30007695951788,0
2018-01-01,36,New York,<15 Years,45,34.380276417422394,0
2019-01-01,36,New York,<15 Years,33,23.99232245681382,0
2020-01-01,36,New York,<15 Years,14,14.4881042315613,0
2021-01-01,36,New York,<15 Years,33,23.956964579990853,0
2018-01-01,36,New York,15-25 Years,80,74.03568520026653,0
2019-01-01,36,New York,15-25 Years,61,53.50924130913429,0
2020-01-01,36,New York,15-25 Years,55,53.53579597994841,0
2021-01-01,36,New York,15-25 Years,91,63.843520233484874,0
2018-01-01,36,New York,25-45 Years,117,54.912820031445804,0
2019-01-01,36,New York,25-45 Years,97,42.403630100457256,0
2020-01-01,36,New York,25-45 Years,94,41.007027906591226,0
2021-01-01,36,New York,25-45 Years,138,44.74679152534679,0
2018-01-01,36,New York,45-64 Years,131,69.11725134936924,0
2019-01-01,36,New York,45-64 Years,113,55.5200707512406,0
2020-01-01,36,New York,45-64 Years,96,46.33786092849489,0
2021-01-01,36,New York,45-64 Years,160,57.5247805968915,0
2018-01-01,36,New York,65+ Years,156,96.11474622010277,0
2019-01-01,36,New York,65+ Years,127,69.40800979363414,0
2020-01-01,36,New York,65+ Years,122,64.54514191995344,0
2021-01-01,36,New York,65+ Years,177,68.97788031363501,0
2018-01-01,36,New York,Total,525,65.44478143312853,0
2019-01-01,36,New York,Total,428,49.47936837505361,0
2020-01-01,36,New York,Total,379,45.98560250239331,0
2021-01-01,36,New York,Total,594,52.93589231734444,0
2018-01-01,51,Virginia,<15 Years,73,43.54179714294235,0
2019-01-01,51,Virginia,<15 Years,66,38.58769052672198,0
2020-01-01,51,Virginia,<15 Years,31,28.887190860465548,0
2021-01-01,51,Virginia,<15 Years,47,33.421509230025315,0
2018-01-01,51,Virginia,15-25 Years,193,154.77145148356055,0
2019-01-01,51,Virginia,15-25 Years,175,138.9903739238174,0
2020-01-01,51,Virginia,15-25 Years,134,123.39312681866735,0
2021-01-01,51,Virginia,15-25 Years,161,123.48330290991088,0
2018-01-01,51,Virginia,25-45 Years,370,139.90985267870647,0
2019-01-01,51,Virginia,25-45 Years,395,144.22006155823388,0
2020-01-01,51,Virginia,25-45 Years,286,112.99345744176492,0
2021-01-01,51,Virginia,25-45 Years,381,130.82757886568027,0
2018-01-01,51,Virginia,45-64 Years,324,140.36607819776887,0
2019-01-01,51,Virginia,45-64 Years,358,151.5299017595246,0
2020-01-01,51,Virginia,45-64 Years,283,128.44486402091428,0
2021-01-01,51,Virginia,45-64 Years,324,128.1017222564881,0
2018-01-01,51,Virginia,65+ Years,217,109.80892235446522,0
2019-01-01,51,Virginia,65+ Years,260,124.60641147912602,0
2020-01-01,51,Virginia,65+ Years,189,97.87573406800551,0
2021-01-01,51,Virginia,65+ Years,280,121.65820128349402,0
2018-01-01,51,Virginia,Total,1165,118.67459324665164,0
2019-01-01,51,Virginia,Total,1242,122.70932709445654,0
2020-01-01,51,Virginia,Total,914,103.85254302381337,0
2021-01-01,51,Virginia,Total,1184,113.56834819441673,0
2018-01-01,12,Florida,<15 Years,64,33.93551192249978,0
2019-01-01,12,Florida,<15 Years,54,29.208292991632366,0
2020-01-01,12,Florida,<15 Years,25,20.437693647147306,0
2021-01-01,12,Florida,<15 Years,60,29.593240903777577,0
2018-01-01,12,Florida,15-25 Years,115,117.2894908616188,0
2019-01-01,12,Florida,15-25 Years,133,135.9126071716893,0
2020-01-01,12,Florida,15-25 Years,78,94.24501286806907,0
2021-01-01,12,Florida,15-25 Years,109,86.80209917737093,0
2018-01-01,12,Florida,25-45 Years,142,73.44802259302554,0
2019-01-01,12,Florida,25-45 Years,214,109.05125408942203,0
2020-01-01,12,Florida,25-45 Years,168,94.80973154173039,0
2021-01-01,12,Florida,25-45 Years,194,71.98275382269237,0
2018-01-01,12,Florida,45-64 Years,146,80.87567304070373,0
2019-01-01,12,Florida,45-64 Years,173,94.40912439630003,0
2020-01-01,12,Florida,45-64 Years,125,75.6100216547102,0
2021-01-01,12,Florida,45-64 Years,167,72.03865067724959,0
2018-01-01,12,Florida,65+ Years,110,80.03259509327435,0
2019-01-01,12,Florida,65+ Years,137,93.099113179980293,0
2020-01-01,12,Florida,65+ Years,114,88.87641500608102,0
2021-01-01,12,Florida,65+ Years,144,75.79146819653148,0
2018-01-01,12,Florida,Total,574,72.10647639266624,0
2019-01-01,12,Florida,Total,707,87.54962590181069,0
2020-01-01,12,Florida,Total,507,75.10098638553913,0
2021-01-01,12,Florida,Total,673,66.1195024040776,0
2018-01-01,17,Illinois,<15 Years,57,41.501630941286116,0
2019-01-01,17,Illinois,<15 Years,51,31.485562943344508,0
2020-01-01,17,Illinois,<15 Years,15,10.920130167951601,0
2021-01-01,17,Illinois,<15 Years,60,31.832265183990494,0
2018-01-01,17,Illinois,15-25 Years,134,154.68439765433808,0
2019-01-01,17,Illinois,15-25 Years,123,119.6195514753078,0
2020-01-01,17,Illinois,15-25 Years,75,68.63292367103782,0
2021-01-01,17,Illinois,15-25 Years,138,97.83417815745631,0
2018-01-01,17,Illinois,25-45 Years,207,132.77742142398975,0
2019-01-01,17,Illinois,25-45 Years,233,125.19006861275435,0
2020-01-01,17,Illinois,25-45 Years,195,89.35813365227314,0
2021-01-01,17,Illinois,25-45 Years,221,81.83033350489316,0
2018-01-01,17,Illinois,45-64 Years,182,134.1579378008418,0
2019-01-01,17,Illinois,45-64 Years,202,124.85166139240506,0
2020-01-01,17,Illinois,45-64 Years,164,84.23647850428887,0
2021-01-01,17,Illinois,45-64 Years,201,83.79748524163693,0
2018-01-01,17,Illinois,65+ Years,151,123.12760423037093,0
2019-01-01,17,Illinois,65+ Years,139,92.20686178257755,0
2020-01-01,17,Illinois,65+ Years,119,65.01488786297702,0
2021-01-01,17,Illinois,65+ Years,188,81.09635368362932,0
2018-01-01,17,Illinois,Total,722,113.48686020210721,0
2019-01-01,17,Illinois,Total,744,97.77033695285078,0
2020-01-01,17,Illinois,Total,567,67.44981412639405,0
2021-01-01,17,Illinois,Total,797,74.54952258373493,0
2018-01-01,26,Michigan,<15 Years,48,34.663046304052685,0
2019-01-01,26,Michigan,<15 Years,30,21.38732444571184,0
2020-01-01,26,Michigan,<15 Years,22,19.75823109945575,0
2021-01-01,26,Michigan,<15 Years,30,22.39875761557759,0
2018-01-01,26,Michigan,15-25 Years,122,117.1117553324246,0
2019-01-01,26,Michigan,15-25 Years,94,89.63564065643803,0
2020-01-01,26,Michigan,15-25 Years,80,73.41807002248429,0
2021-01-01,26,Michigan,15-25 Years,103,84.4961812648176,0
2018-01-01,26,Michigan,25-45 Years,168,86.24274251921211,0
2019-01-01,26,Michigan,25-45 Years,159,79.54733066174374,0
2020-01-01,26,Michigan,25-45 Years,182,79.61992422983035,0
2021-01-01,26,Michigan,25-45 Years,171,68.00746093548041,0
2018-01-01,26,Michigan,45-64 Years,152,91.85788618082708,0
2019-01-01,26,Michigan,45-64 Years,121,71.13797239141171,0
2020-01-01,26,Michigan,45-64 Years,148,72.29351165732875,0
2021-01-01,26,Michigan,45-64 Years,160,70.35348227751811,0
2018-01-01,26,Michigan,65+ Years,124,90.04756544787772,0
2019-01-01,26,Michigan,65+ Years,101,68.03087658794843,0
2020-01-01,26,Michigan,65+ Years,136,71.95462625920597,0
2021-01-01,26,Michigan,65+ Years,156,72.34145165179648,0
2018-01-01,26,Michigan,Total,609,82.54884817924892,0
2019-01-01,26,Michigan,Total,502,65.98586430309332,0
2020-01-01,26,Michigan,Total,564,67.14661415579205,0
2021-01-01,26,Michigan,Total,618,65.22971308425716,0
2018-01-01,06,California,<15 Years,33,38.552302623893084,0
2019-01-01,06,California,<15 Years,36,37.35524841240194,0
2020-01-01,06,California,<15 Years,18,20.09938026910837,0
2021-01-01,06,California,<15 Years,38,29.200894469504277,0
2018-01-01,06,California,15-25 Years,97,120.92049166022588,0
2019-01-01,06,California,15-25 Years,63,66.42836807642425,0
2020-01-01,06,California,15-25 Years,60,66.93440428380187,0
2021-01-01,06,California,15-25 Years,96,92.90532366859897,0
2018-01-01,06,California,25-45 Years,146,89.29117485169103,0
2019-01-01,06,California,25-45 Years,171,84.33782477460593,0
2020-01-01,06,California,25-45 Years,125,61.57665801309366,0
2021-01-01,06,California,25-45 Years,139,61.87237376255253,0
2018-01-01,06,California,45-64 Years,110,76.93598925693823,0
2019-01-01,06,California,45-64 Years,129,74.0868366643694,0
2020-01-01,06,California,45-64 Years,143,84.3319494244197,0
2021-01-01,06,California,45-64 Years,142,76.33382609864266,0
2018-01-01,06,California,65+ Years,122,99.80938044554253,0
2019-01-01,06,California,65+ Years,136,89.30623501986408,0
2020-01-01,06,California,65+ Years,119,84.24659473848158,0
2021-01-01,06,California,65+ Years,134,81.9261197588682,0
2018-01-01,06,California,Total,505,85.03959814159009,0
2019-01-01,06,California,Total,528,73.40674007340674,0
2020-01-01,06,California,Total,461,66.57895382944523,0
2021-01-01,06,California,Total,546,67.61844373551034,0
2018-01-01,13,Georgia,<15 Years,82,37.85081240768095,0
2019-01-01,13,Georgia,<15 Years,95,43.62901559163242,0
2020-01-01,13,Georgia,<15 Years,20,13.97370149378869,0
2021-01-01,13,Georgia,<15 Years,45,24.034481469414786,0
2018-01-01,13,Georgia,15-25 Years,140,143.0834483111043,0
2019-01-01,13,Georgia,15-25 Years,173,171.34990045858385,0
2020-01-01,13,Georgia,15-25 Years,72,85.34243652656284,0
2021-01-01,13,Georgia,15-25 Years,85,88.41089222192174,0
2018-01-01,13,Georgia,25-45 Years,229,129.40265699254664,0
2019-01-01,13,Georgia,25-45 Years,267,143.837608955642,0
2020-01-01,13,Georgia,25-45 Years,144,89.73807698779189,0
2021-01-01,13,Georgia,25-45 Years,118,67.82934596415392,0
2018-01-01,13,Georgia,45-64 Years,173,125.92808269034794,0
2019-01-01,13,Georgia,45-64 Years,235,163.0280200073536,0
2020-01-01,13,Georgia,45-64 Years,105,83.23820395738204,0
2021-01-01,13,Georgia,45-64 Years,93,67.93031664292758,0
2018-01-01,13,Georgia,65+ Years,96,106.48445992412982,0
2019-01-01,13,Georgia,65+ Years,132,135.90733590733592,0
2020-01-01,13,Georgia,65+ Years,78,89.64177766540632,0
2021-01-01,13,Georgia,65+ Years,63,64.14760057427375,0
2018-01-01,13,Georgia,Total,712,99.35724791587009,0
2019-01-01,13,Georgia,Total,897,120.66068788698519,0
2020-01-01,13,Georgia,Total,415,69.18234799887975,0
2021-01-01,13,Georgia,Total,401,58.00975894847547,0
2018-01-01,08,Colorado,<15 Years,31,21.082268452085444,0
2019-01-01,08,Colorado,<15 Years,19,12.701808336397367,0
2020-01-01,08,Colorado,<15 Years,13,12.086951670788627,0
2021-01-01,08,Colorado,<15 Years,25,18.63627214920945,0
2018-01-01,08,Colorado,15-25 Years,29,40.10454840895576,0
2019-01-01,08,Colorado,15-25 Years,39,51.891374056974065,0
2020-01-01,08,Colorado,15-25 Years,16,23.887727679904447,0
2021-01-01,08,Colorado,15-25 Years,58,72.55350821230658,0
2018-01-01,08,Colorado,25-45 Years,58,45.47378984836843,0
2019-01-01,08,Colorado,25-45 Years,65,49.174250849201485,0
2020-01-01,08,Colorado,25-45 Years,49,38.86174735105641,0
2021-01-01,08,Colorado,25-45 Years,82,56.88755688755689,0
2018-01-01,08,Colorado,45-64 Years,38,44.7711956265611,0
2019-01-01,08,Colorado,45-64 Years,55,61.568083105717996,0
2020-01-01,08,Colorado,45-64 Years,35,39.87558816492543,0
2021-01-01,08,Colorado,45-64 Years,52,52.42516811339967,0
2018-01-01,08,Colorado,65+ Years,39,64.9480415667466,0
2019-01-01,08,Colorado,65+ Years,38,56.377312582526,0
2020-01-01,08,Colorado,65+ Years,30,43.77197718020923,0
2021-01-01,08,Colorado,65+ Years,56,67.19946240430076,0
2018-01-01,08,Colorado,Total,194,39.57108210591588,0
2019-01-01,08,Colorado,Total,215,41.97980673668508,0
2020-01-01,08,Colorado,Total,143,31.3624689939227,0
2021-01-01,08,Colorado,Total,269,49.87013372240689,0
2018-01-01,18,Indiana,<15 Years,28,36.50110806935211,0
2019-01-01,18,Indiana,<15 Years,42,50.032163533700235,0
2020-01-01,18,Indiana,<15 Years,17,27.885309362902696,0
2021-01-01,18,Indiana,<15 Years,22,26.551129026418373,0
2018-01-01,18,Indiana,15-25 Years,81,136.92377909630306,0
2019-01-01,18,Indiana,15-25 Years,76,121.03645426892389,0
2020-01-01,18,Indiana,15-25 Years,48,83.85451242094965,0
2021-01-01,18,Indiana,15-25 Years,78,109.48751421232156,0
2018-01-01,18,Indiana,25-45 Years,151,126.25206936338857,0
2019-01-01,18,Indiana,25-45 Years,139,108.65826584534567,0
2020-01-01,18,Indiana,25-45 Years,73,59.08921662268702,0
2021-01-01,18,Indiana,25-45 Years,138,91.27587803426152,0
2018-01-01,18,Indiana,45-64 Years,128,130.519017028653,0
2019-01-01,18,Indiana,45-64 Years,114,106.42568406508771,0
2020-01-01,18,Indiana,45-64 Years,94,90.1773808267539,0
2021-01-01,18,Indiana,45-64 Years,125,95.37616358919578,0
2018-01-01,18,Indiana,65+ Years,98,125.8847255584529,0
2019-01-01,18,Indiana,65+ Years,80,90.20589495523532,0
2020-01-01,18,Indiana,65+ Years,67,75.4309131643831,0
2021-01-01,18,Indiana,65+ Years,67,58.55005592841163,0
2018-01-01,18,Indiana,Total,485,112.82375765922107,0
2019-01-01,18,Indiana,Total,447,95.34779548217828,0
2020-01-01,18,Indiana,Total,299,68.93530686586435,0
2021-01-01,18,Indiana,Total,424,77.19617660446063,0
2018-01-01,55,Wisconsin,<15 Years,39,37.381744289698936,0
2019-01-01,55,Wisconsin,<15 Years,24,22.849743892453873,0
2020-01-01,55,Wisconsin,<15 Years,11,14.367065461574631,0
2021-01-01,55,Wisconsin,<15 Years,28,30.325347658449942,0
2018-01-01,55,Wisconsin,15-25 Years,71,111.25213494413889,0
2019-01-01,55,Wisconsin,15-25 Years,52,81.19291123428839,0
2020-01-01,55,Wisconsin,15-25 Years,40,72.7471128489588,0
2021-01-01,55,Wisconsin,15-25 Years,63,99.02079436681703,0
2018-01-01,55,Wisconsin,25-45 Years,176,147.0489940511998,0
2019-01-01,55,Wisconsin,25-45 Years,107,89.02496859165828,0
2020-01-01,55,Wisconsin,25-45 Years,91,82.670155165522,0
2021-01-01,55,Wisconsin,25-45 Years,112,92.8366572172212,0
2018-01-01,55,Wisconsin,45-64 Years,147,137.1179120766368,0
2019-01-01,55,Wisconsin,45-64 Years,81,73.90915561070861,0
2020-01-01,55,Wisconsin,45-64 Years,91,90.49683758303831,0
2021-01-01,55,Wisconsin,45-64 Years,110,100.26798898875175,0
2018-01-01,55,Wisconsin,65+ Years,107,113.89400406612239,0
2019-01-01,55,Wisconsin,65+ Years,63,64.25686426502386,0
2020-01-01,55,Wisconsin,65+ Years,73,80.02718731843147,0
2021-01-01,55,Wisconsin,65+ Years,98,95.97398909030369,0
2018-01-01,55,Wisconsin,Total,532,109.18218031888586,0
2019-01-01,55,Wisconsin,Total,327,66.02019369961418,0
2020-01-01,55,Wisconsin,Total,302,69.858086304807955,0
2021-01-01,55,Wisconsin,Total,405,83.1734896310383,0
2018-01-01,09,Connecticut,<15 Years,22,24.038986865971722,0
2019-01-01,09,Connecticut,<15 Years,27,29.623452997454578,0
2020-01-01,09,Connecticut,<15 Years,5,7.705585008013808,1
2021-01-01,09,Connecticut,<15 Years,28,34.68823944796144,0
2018-01-01,09,Connecticut,15-25 Years,52,90.84556254367575,0
2019-01-01,09,Connecticut,15-25 Years,39,67.02182505585152,0
2020-01-01,09,Connecticut,15-25 Years,25,49.23682914820286,0
2021-01-01,09,Connecticut,15-25 Years,55,86.7918573457472,0
2018-01-01,09,Connecticut,25-45 Years,85,78.37496427023687,0
2019-01-01,09,Connecticut,25-45 Years,70,62.98815822625347,0
2020-01-01,09,Connecticut,25-45 Years,63,59.91269863912584,0
2021-01-01,09,Connecticut,25-45 Years,102,79.42255133266369,0
2018-01-01,09,Connecticut,45-64 Years,93,94.75196381086286,0
2019-01-01,09,Connecticut,45-64 Years,87,84.71605515307314,0
2020-01-01,09,Connecticut,45-64 Years,63,62.34969270508596,0
2021-01-01,09,Connecticut,45-64 Years,86,71.09318166787911,0
2018-01-01,09,Connecticut,65+ Years,55,66.40587269390515,0
2019-01-01,09,Connecticut,65+ Years,55,61.33464180569185,0
2020-01-01,09,Connecticut,65+ Years,54,58.350622406639005,0
2021-01-01,09,Connecticut,65+ Years,84,75.47441058079356,0
2018-01-01,09,Connecticut,Total,300,68.65067106030962,0
2019-01-01,09,Connecticut,Total,278,61.47246453724281,0
2020-01-01,09,Connecticut,Total,215,51.79088046905675,0
2021-01-01,09,Connecticut,Total,352,69.59203645673728,0
2018-01-01,27,Minnesota,<15 Years,35,46.065966463976416,0
2019-01-01,27,Minnesota,<15 Years,20,25.823111684958036,0
2020-01-01,27,Minnesota,<15 Years,21,38.01317790167258,0
2021-01-01,27,Minnesota,<15 Years,44,62.92456203074723,0
2018-01-01,27,Minnesota,15-25 Years,86,153.1529927163286,0
2019-01-01,27,Minnesota,15-25 Years,65,113.97909798695378,0
2020-01-01,27,Minnesota,15-25 Years,58,114.76739814393414,0
2021-01-01,27,Minnesota,15-25 Years,63,105.68341944574918,0
2018-01-01,27,Minnesota,25-45 Years,121,108.3957430035475,0
2019-01-01,27,Minnesota,25-45 Years,95,83.83857103774501,0
2020-01-01,27,Minnesota,25-45 Years,97,92.82829636151358,0
2021-01-01,27,Minnesota,25-45 Years,154,127.27588287312909,0
2018-01-01,27,Minnesota,45-64 Years,102,109.26620246384574,0
2019-01-01,27,Minnesota,45-64 Years,73,76.50387759379585,0
2020-01-01,27,Minnesota,45-64 Years,83,93.6773436265547,0
2021-01-01,27,Minnesota,45-64 Years,140,135.32584530322654,0
2018-01-01,27,Minnesota,65+ Years,110,128.92337263542814,0
2019-01-01,27,Minnesota,65+ Years,75,83.02705574990037,0
2020-01-01,27,Minnesota,65+ Years,85,97.7820725197865,0
2021-01-01,27,Minnesota,65+ Years,115,110.56416567319155,0
2018-01-01,27,Minnesota,Total,448,106.35747030656117,0
2019-01-01,27,Minnesota,Total,324,74.95454145865239,0
2020-01-01,27,Minnesota,Total,341,88.57579984466766,0
2021-01-01,27,Minnesota,Total,511,111.8551093268774,0
2018-01-01,25,Massachusetts,<15 Years,17,26.053240563363012,0
2019-01-01,25,Massachusetts,<15 Years,14,19.20886900923398,0
2020-01-01,25,Massachusetts,<15 Years,13,26.92459043555703,0
2021-01-01,25,Massachusetts,<15 Years,13,21.042408546455164,0
2018-01-01,25,Massachusetts,15-25 Years,48,91.39897556981549,0
2019-01-01,25,Massachusetts,15-25 Years,39,66.25104048108447,0
2020-01-01,25,Massachusetts,15-25 Years,22,46.41448131817127,0
2021-01-01,25,Massachusetts,15-25 Years,22,38.93736394046123,0
2018-01-01,25,Massachusetts,25-45 Years,93,88.23780563014128,0
2019-01-01,25,Massachusetts,25-45 Years,48,40.35682156399499,0
2020-01-01,25,Massachusetts,25-45 Years,50,47.69991032416859,0
2021-01-01,25,Massachusetts,25-45 Years,69,58.78794591508976,0
2018-01-01,25,Massachusetts,45-64 Years,54,56.86006107191745,0
2019-01-01,25,Massachusetts,45-64 Years,68,64.69905425205991,0
2020-01-01,25,Massachusetts,45-64 Years,44,47.30979312717733,0
2021-01-01,25,Massachusetts,45-64 Years,72,70.61177255163486,0
2018-01-01,25,Massachusetts,65+ Years,81,96.0011377912627,0
2019-01-01,25,Massachusetts,65+ Years,63,67.97143042099131,0
2020-01-01,25,Massachusetts,65+ Years,40,48.28760095126574,0
2021-01-01,25,Massachusetts,65+ Years,81,86.88376882481658,0
2018-01-01,25,Massachusetts,Total,292,72.73234497050854,0
2019-01-01,25,Massachusetts,Total,231,51.61526739389823,0
2020-01-01,25,Massachusetts,Total,167,44.42422743076338,0
2021-01-01,25,Massachusetts,Total,254,59.034209627224534,0
2018-01-01,21,Kentucky,<15 Years,41,47.17198214367895,0
2019-01-01,21,Kentucky,<15 Years,36,40.35964931949147,0
2020-01-01,21,Kentucky,<15 Years,13,21.450375381569177,0
2021-01-01,21,Kentucky,<15 Years,22,25.250786217661776,0
2018-01-01,21,Kentucky,15-25 Years,107,203.36792488691222,0
2019-01-01,21,Kentucky,15-25 Years,78,145.7045187080866,0
2020-01-01,21,Kentucky,15-25 Years,64,140.94432699083862,0
2021-01-01,21,Kentucky,15-25 Years,82,139.04904022247845,0
2018-01-01,21,Kentucky,25-45 Years,223,214.05465592873804,0
2019-01-01,21,Kentucky,25-45 Years,172,162.79245854471114,0
2020-01-01,21,Kentucky,25-45 Years,133,140.67970510149036,0
2021-01-01,21,Kentucky,25-45 Years,179,150.11489240368326,0
2018-01-01,21,Kentucky,45-64 Years,188,196.9039988269549,0
2019-01-01,21,Kentucky,45-64 Years,186,190.2638120275371,0
2020-01-01,21,Kentucky,45-64 Years,117,133.6959502696773,0
2021-01-01,21,Kentucky,45-64 Years,147,133.69713506139155,0
2018-01-01,21,Kentucky,65+ Years,114,134.08767451981322,0
2019-01-01,21,Kentucky,65+ Years,96,107.01744607324007,0
2020-01-01,21,Kentucky,65+ Years,64,79.18048201118424,0
2021-01-01,21,Kentucky,65+ Years,105,104.85006440789671,0
2018-01-01,21,Kentucky,Total,671,158.69036695077997,0
2019-01-01,21,Kentucky,Total,562,129.34079919725852,0
2020-01-01,21,Kentucky,Total,388,105.38581257078911,0
2021-01-01,21,Kentucky,Total,534,112.59836542597607,0
2018-01-01,45,South Carolina,<15 Years,23,35.646756145190786,0
2019-01-01,45,South Carolina,<15 Years,24,31.230074561803015,0
2020-01-01,45,South Carolina,<15 Years,11,19.306035768818997,0
2021-01-01,45,South Carolina,<15 Years,25,27.231039027525135,0
2018-01-01,45,South Carolina,15-25 Years,81,178.24135199366253,0
2019-01-01,45,South Carolina,15-25 Years,83,157.13149823936996,0
2020-01-01,45,South Carolina,15-25 Years,63,127.7268672451545,0
2021-01-01,45,South Carolina,15-25 Years,81,121.24477973865014,0
2018-01-01,45,South Carolina,25-45 Years,126,139.0298803901664,0
2019-01-01,45,South Carolina,25-45 Years,176,165.5208734987915,0
2020-01-01,45,South Carolina,25-45 Years,143,136.65510354252075,0
2021-01-01,45,South Carolina,25-45 Years,153,113.15145284986355,0
2018-01-01,45,South Carolina,45-64 Years,124,149.4858410386855,0
2019-01-01,45,South Carolina,45-64 Years,163,171.29945877778363,0
2020-01-01,45,South Carolina,45-64 Years,125,133.7384717437357,0
2021-01-01,45,South Carolina,45-64 Years,156,131.545661522894,0
2018-01-01,45,South Carolina,65+ Years,84,122.56868953642771,0
2019-01-01,45,South Carolina,65+ Years,110,137.3437714599643,0
2020-01-01,45,South Carolina,65+ Years,80,100.1828336714504,0
2021-01-01,45,South Carolina,65+ Years,98,95.64148107664981,0
2018-01-01,45,South Carolina,Total,435,123.99203030536245,0
2019-01-01,45,South Carolina,Total,551,134.41876690907583,0
2020-01-01,45,South Carolina,Total,417,108.81421212769622,0
2021-01-01,45,South Carolina,Total,510,99.31743605222928,0
2018-01-01,22,Louisiana,<15 Years,51,71.12474722822677,0
2019-01-01,22,Louisiana,<15 Years,48,61.058603538854896,0
2020-01-01,22,Louisiana,<15 Years,14,22.066704495302943,0
2021-01-01,22,Louisiana,<15 Years,32,35.38374780233754,0
2018-01-01,22,Louisiana,15-25 Years,133,242.22776695139052,0
2019-01-01,22,Louisiana,15-25 Years,155,274.1422002122391,0
2020-01-01,22,Louisiana,15-25 Years,97,186.54563637062964,0
2021-01-01,22,Louisiana,15-25 Years,116,182.25525162222885,0
2018-01-01,22,Louisiana,25-45 Years,293,258.13158543891177,0
2019-01-01,22,Louisiana,25-45 Years,337,293.74847459990934,0
2020-01-01,22,Louisiana,25-45 Years,209,190.54565346218718,0
2021-01-01,22,Louisiana,25-45 Years,247,192.6857428152401,0
2018-01-01,22,Louisiana,45-64 Years,200,217.79137763935927,0
2019-01-01,22,Louisiana,45-64 Years,288,313.7835982698321,0
2020-01-01,22,Louisiana,45-64 Years,182,208.8760859834965,0
2021-01-01,22,Louisiana,45-64 Years,198,191.86604261751796,0
